,Name,Industry,Revenue,Purchase Price,Currency,SDE,Cash Flow,EBITDA,Margin,Multiple,URL,Product ID,City,State,Number of Employees,Date Added,Year Established,Listed By,Listing Financials,Listing Description,Listing Details,Type of Listing,ChatGPT Brief Analysis,ChatGPT Rating
201,Leading provider of indoor and outdoor lighting solutions,Lighting and E-commerce,3273754,2000000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/leading-provider-of-indoor-and-outdoor-lighting-solutions/2333030/,2333030,Dallas,Texas,8.0,Last 30 Days,2010.0,,"{'Asking Price:': '$2,000,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$3,273,754', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '2010'}","This lighting company is a leading provider of indoor and outdoor lighting solutions.  They offer a wide range of lighting fixtures and supplies. The company generated $3.27 million in revenue last year, with approximately 80% of their total sales attributed to their robust e-commerce platform, with the company's website driving in nearly 90% of that. The remaining 20% was through their commercial distribution arm. The company has a longstanding network of both international and domestic contractors allowing them to stay at the forefront of industry trends and provide comprehensive solutions for various projects.  They pride themselves on providing exceptional customer service and industry expertise. Their commitment to customer satisfaction has resulted in a strong reputation for delivering excellent customer experiences. Services include: Ecommerce platform, commercial lighting distribution, outdoor/indoor lighting, LED Landscape lights, Rope Light, Cafe String Lights, Product Installation, Lighting Consultations","{'Location:': 'Dallas, TX', 'Employees:': '8', 'Facilities:': '2 Operational warehouses in Texas and California', 'Growth & Expansion:': ""Strong market. Struggles due to changes in digital ad algorithms beyond scope of current owners' knowledge."", 'Support & Training:': 'Current owners willing to train new owners in any capacity necessary.', 'Reason for Selling:': 'Owners looking to retire'}",Business Opportunity,"This lighting company has a stable operating history and a significant portion of its sales comes from recurring revenues through their e-commerce platform. The company appears to be profitable and has low capital expenditures, with most of the revenue generated online. However, the growth potential could be limited due to challenges with digital ad algorithms beyond the scope of the current owners' knowledge.",6
202,Montgomery County - Established Pain Management and Wellness Business,Healthcare,,275000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/montgomery-county-established-pain-management-and-wellness-business/2332948/,2332948,The Woodlands,Texas,,Last 30 Days,,,"{'Asking Price:': '$275,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Rent:': 'N/A', 'Established:': 'N/A'}","Get a running start with this established business that is a unit of an award-winning franchise. This is a large, exclusive territory pain management and wellness clinic. It offers several pain management and wellness services such as Chiropractic Care, Massage Therapy and Stretch Therapy. Options include Corrective Care, Family Wellness, Personal Injury (Auto Accident), Prenatal, and Pediatric, as well as other Therapies. The business has proven marketing programs, state-of-the-art technology, training, and ongoing corporate support systems necessary to continue the growth of this business. This business has verifiable cash flow and track record of success. OTHER DISTINGUISHABLE FACTORS INCLUDE: • Make a difference in people’s lives. • Highly scalable business serving a growth industry. • Repeat revenue. • Proprietary cloud-based software system to run every aspect of the business. • Proven marketing programs. • Professional, skilled employees. • National franchise with strong marketing, training, and support programs. The owner does not need to be a certified healthcare provider. Interested buyers must have a minimum net worth of $750,000 with $350,000 liquid, and credit score 700+. Financing available: We will help you explore and select the right financing and funding options such as SBA loans and/or using your IRA or 401K funds without any penalties. We can introduce you to franchise friendly lenders and help you with loan pre-qualification and applications. The information contained in this ad does not constitute an offer to sell or award a business and may not reflect the most current facts. Such an offer can only be made in compliance with applicable disclosure laws. Offerings are made by the Franchise Disclosure Document only. Compass Consulting Services, LLC does not make any guarantees or declarations regarding earnings. Before buying any business, always consult your accountant, attorney, and/or financial advisors.","{'Location:': 'The Woodlands, TX', 'Real Estate:': 'Leased', 'Building SF:': 'N/A', 'Lease Expiration:': 'N/A', 'Facilities:': 'Professional clinic space and equipment. Contact for details.', 'Competition:': 'National brand name trusted for its quality and superior customer services.', 'Growth & Expansion:': '80% of American Suffer of lower back pain. 35 million Americans are treated by chiropractors every year. Therapeutic massage industry is $16.6 billion.', 'Financing:': 'We will help you explore and select the right financing and funding options such as S', 'Support & Training:': 'New owner will receive outstanding training which includes Pre-training, Training at corporate offices, and Post Training (onsite at location). There is also ongoing additional training & support via webinars, regional and national conferences, and workshops, etc.', 'Reason for Selling:': 'Change in personal circumstances.'}",Business Opportunity,"The business offers several health and wellness services positioning it in the growth industry. Despite not meeting the financial criteria of Cayuga Lake Capital, its scalabilty and repeat revenue contribute to its acquisition potential. However, the insufficient financial information makes the evaluation incomplete.",5
203,Auto Care & Retail Business for Sale in Texas,Auto Care and Retail,690000,500000,USD,,210000,,0.3043,2.381,https://www.bizbuysell.com/Business-Opportunity/auto-care-and-retail-business-for-sale-in-texas/2332904/,2332904,Houston,Texas,7.0,Last 30 Days,2016.0,,"{'Asking Price:': '$500,000', 'Cash Flow:': '$210,000', 'Gross Revenue:': '$690,000', 'EBITDA:': 'N/A', 'FF&E:': '$240,000', 'Inventory:': '$110,000*', 'Established:': '2016'}","LISTING ID # 36720 Seize the opportunity to own a well-established, full-service auto care business with a strong reputation and multiple revenue streams. This business offers comprehensive auto repair, bodywork, and window tinting to a loyal customer base. Additionally, an attached retail space enhances profitability by generating extra income through electronics and furniture sales. With four locations in the Houston area, the owner is open to selling one, two, three or all four as a package deal. This presents an excellent investment opportunity for an ambitious buyer seeking a profitable, high-growth business.","{'Location:': 'Harris County, TX', 'Inventory:': 'Not included in asking price', 'Employees:': '7', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Financing:': '250,000.00 Down &  $250k for 60 months @ 6%', 'Support & Training:': 'Seller will train', 'Reason for Selling:': 'Other business'}",Business Opportunity,"The business represents a diverse and solid investment opportunity, with main operations in auto care and an appreciable source of income in retail sales. The business has a strong financial history and has an established consumer base with a long operating history. However, it doesn't clearly meet all Cayuga Lake Capital Acquisition Criteria, such as specific seller earnings and the owner's disposition for full exit.",7
204,Coffee/Tea and Snack Bar and Potential TO-GO Restaurant 2831,Coffee/Tea Snack Bar,138996,69999,USD,,42876,,0.3085,1.6326,https://www.bizbuysell.com/Business-Opportunity/coffee-tea-and-snack-bar-and-potential-to-go-restaurant-2831/2332892/,2332892,Denton,Texas,3.0,Last 30 Days,2023.0,A Brokers,"{'Asking Price:': '$69,999', 'Cash Flow:': '$42,876', 'Gross Revenue:': '$138,996', 'EBITDA:': 'N/A', 'FF&E:': '$20,000', 'Inventory:': '$1,000', 'Rent:': '$3,224', 'Established:': '2023'}","This established specialty Coffee/Tea Snack Bar is now available for purchase, presenting an exciting opportunity to either build on its current success or introduce new ideas and concepts. This second-generation space is fully equipped, allowing you to focus on what you do best and start generating revenue immediately. You can enhance the existing setup or create an entirely new concept, including the potential for a TO-GO restaurant to cater to the growing demand in Denton County. The space features a 1,000-gallon grease trap, range with vent hood, and the ability to expand utility services to fit your evolving vision. Don’t miss out—contact ANA Brokers today for more information and to schedule a tour!","{'Location:': 'Denton County, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '1,450', 'Lease Expiration:': '12/31/2027', 'Employees:': '3', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Very clean', 'Competition:': 'Coffee shop is a hot business', 'Growth & Expansion:': 'Best time to buy this business is it just past the 18 months birthday.', 'Support & Training:': 'Seller will train', 'Reason for Selling:': 'Interested in relocation'}",Business Opportunity,"The business falls short of the preferred Cayuga Lake Capital acquisition criteria in terms of financials, with both its revenue and cash flow lower than the targeted range. However, the business shows potential with its established operations and irreplaceable location. It also offers opportunity for expansion and change of business model to potentially increase profitability.",5
205,Supplemental Education - Youth Tutoring Franchise Location in Waco,Educational Services,206000,125000,USD,38000,38000,,0.1845,3.2895,https://www.bizbuysell.com/Business-Opportunity/supplemental-education-youth-tutoring-franchise-location-in-waco/2332889/,2332889,Waco,Texas,,Last 30 Days,2014.0,,"{'Asking Price:': '$125,000', 'Cash Flow:': '$38,000', 'Gross Revenue:': '$206,000', 'EBITDA:': 'N/A', 'FF&E:': '$5,000', 'Inventory:': 'N/A', 'Rent:': 'N/A', 'Established:': '2014'}","Join one of the leading franchise brands in supplemental education and invest in a sustainable, ongoing business. The franchise provides a range of services, both remedial (with tutoring for reading, writing, mathematics, and study skills and a Homework Help program) and enrichment, serving students from Kindergarten to Grade 12 through academics, STAAR /State Test preps and through College Prep Tests such as  ACT/SAT PREP. This center, located in Waco, TX, operates out of a ~1,700 square foot facility, has been operating for over 10 years, and is fully established with personnel in place.  The location has a proven track record along with a great reputation in the community – outstanding Google reviews!  Over 4,500 students served! This particular center has a large footprint territory with no additional franchise locations around, therefore a greater addressable market, and has of late seen consistent and steady growth in student enrollments. The center is at the cusp of unique growth due to the attention it has recently been receiving from the media, having been recently featured on the ABC news to discuss unaddressed learning gaps that exist in schools today, and how this franchise brand is helping close that gap. This center has been repeatedly approached the by media for News features on the subject. The top rated franchisor with over 40 years of a proven track record provides all your training and support w/a Business Consultant and Local Marketing Specialist, a 4-day-intensive in-person training & trainings delivered online, via phone, and in-person throughout your lifetime as a franchisee. This business offers the flexibility of absentee ownership or as owner operated business.  The asking price on this location is at a price lower than the cost of opening a new center!  The VERY MOTIVATED seller owns other locations and wishes to reduce their footprint in order to focus on the growth of those closer to home! If interested in joining a franchise with a proven business model and be a Positive influence on children through helping with their education, while also generating a great income, inquire today! Revenue of $206K Discretionary earnings of $38K, assumes owner operator Asking price of $125K","{'Location:': 'Waco, TX', 'Real Estate:': 'Leased', 'Building SF:': 'N/A', 'Lease Expiration:': 'N/A', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Support & Training:': 'The top rated franchisor with over 40 years of a proven track record provides all your training and support w/a Business Consultant and Local Marketing Specialist, a 4-day-intensive in-person training & trainings delivered online, via phone, and in-person throughout your lifetime as a franchisee', 'Reason for Selling:': 'Reducing work load', 'Franchise:': 'This business is currently an established franchise'}",Business Opportunity,"This business is a well-established educational services franchise with over 10 years of operation and a positive reputation within the community. It meets most of the Cayuga Lake Capital acquisition criteria with its proven track record and repeat customer base. However, it does not reach the required revenue range, which would make it a less attractive acquisition target.",4
206,Bubble Tea Master Franchisor,Franchise,216000,249000,USD,,120000,,0.5556,2.075,https://www.bizbuysell.com/Business-Opportunity/bubble-tea-master-franchisor/2332734/,2332734,,Texas,0.0,Last 30 Days,2021.0,,"{'Asking Price:': '$249,000', 'Cash Flow:': '$120,000', 'Gross Revenue:': '$216,000', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': '$20,000*', 'Established:': '2021'}","Become a franchisor, not a franchisee. This franchise is an original brand from Taiwan and has utilized 5 generations of experience and expertise from a well-known tea factory to offer the finest quality fresh tea drinks with various certifications. With the purchase of the state Master Franchise agreement, you'll receive exclusive rights for the state of Texas. Also included in the sale is distribution rights as well. Tired of high payroll, expensive rent, and other expenses. This is it. No overhead and low business expenses, as you could start without a physical location and minimal help. Take advantage of excellent headquarters support and expand your business portfolio. Current finances include an annual $54,000 royalty income and a $73,500 income from distribution. That's over $120,000 a year for overseeing your current franchisees. Recruiting new franchisees will increase profit dramatically. A potential buyer must have a decent amount of liquid assets to be approved by HQ. Don't wait for this fantastic opportunity.","{'Inventory:': 'Not included in asking price', 'Employees:': '0', 'Facilities:': 'A physical location is recommended but not a must. (Home Based)', 'Competition:': 'Over 400 stores worldwide and over 30 stores in the U.S.\nOur exquisite tea-making process insists on making each drink by using an espresso machine to extract tea essence and all the drinks are freshly made upon order. We aim to awaken each customer with the unique fragrance of tea by presenting quality and fresh tea drinks.', 'Growth & Expansion:': 'The undeveloped state of Oregon is available for $70,000, and Arizona for $80,000 as well.', 'Support & Training:': 'Headquarters will guide you through and provide training.', 'Reason for Selling:': 'The seller is out of state operator and can not focus on this business.', 'Home-Based:': 'This business is currently Home-Based', 'Franchise:': 'This business is currently an established franchise'}",Business Opportunity,"This franchise appears to be a strong asset with low operational costs and a projected income of $120,000, coming mainly from royalties and distribution. However, it falls short of the Cayuga Lake Capital acquisition criteria due to its short operating history and it doesn't meet the minimum financial requirements. The potential for growth and expansion, alongside low overhead costs, give it potential for a long-term return.",6
207,Electrical Contracting Company,Electrical Contracting,3230466,1900000,USD,,,667522,,,https://www.bizbuysell.com/Business-Opportunity/electrical-contracting-company/2332696/,2332696,El Paso,Texas,27.0,Last 30 Days,1990.0,,"{'Asking Price:': '$1,900,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$3,230,466', 'EBITDA:': '$667,522', 'FF&E:': 'N/A', 'Inventory:': '$614,615', 'Rent:': '$1,875 per Month', 'Established:': '1990'}","Founded in 1990, this well-established electrical contracting company serves commercial, industrial, government, residential and service projects throughout Western Texas and Southern New Mexico. The company has built a strong reputation for quality, efficiency and extensive industry experience, making it a preferred partner for real estate developers, government agencies, and commercial and residential clients in need of new installations, retrofitting or remodeling electrical services. The company is recognized for its ability to secure private-sector no-bid projects, particularly in new apartment and hotel developments. Their experienced staff is highly skilled in navigating the legal requirements for government projects at all levels, including the education sector. Additionally, its team of electricians excels in troubleshooting and providing prompt, intelligent service calls for both residential and commercial customers. As the electrical contractor of choice for multiple real estate developers and general contractors, the company maintains a substantial backlog of private-sector apartment and hotel projects as well as ongoing service contracts. This solid pipeline of work ensures continued revenue stability and growth opportunities. After over 30 years of successfully leading the business, the current owner is ready to transition and pursue other interests. He is committed to ensuring a smooth transition and is willing to provide comprehensive training and support to the new owner.","{'Location:': 'El Paso County, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '1,500', 'Lease Expiration:': 'N/A', 'Employees:': '27', 'Financing:': 'Some seller financing may be negotiable for a well-qualified buyer', 'Support & Training:': 'As needed', 'Reason for Selling:': 'pursue other interests'}",Business Opportunity,"The business's revenue is within the Cayuga Lake Capital acquisition criteria of $2M to $20M. The business's EBITDA also falls into the criteria range; however, the cash flow information is not provided, making it hard to fully assess the business's financial stability. The company's long history, presence in a non-cyclical service industry, and motivated owner, looking for a full exit, make the business a viable acquisition target.",7
208,Katy Franchise Childcare,Childcare Services,1800000,6400000,USD,,780000,,0.4333,8.2051,https://www.bizbuysell.com/Business-Opportunity/katy-franchise-childcare/2332687/,2332687,Katy,Texas,,Last 30 Days,,,"{'Asking Price:': '$6,400,000', 'Cash Flow:': '$780,000', 'Gross Revenue:': '$1,800,000', 'EBITDA:': 'N/A', 'FF&E:': '$400,000', 'Inventory:': 'N/A', 'Real Estate:': '$5,200,000', 'Established:': 'N/A'}","If you want a top performing franchise childcare center from one of the fastest growing brands in the industry located in Katy, TX, this is the school you have been waiting for. This community is one of the most sought after and it will go fast. This center had a great cash flow profit of over $780k in 2024 on sales of about $1.8 mil and is very popular within the community It serves. The classrooms are beautiful, well equipped, and spacious. The playgrounds are modern and safe, and the after-school program has been designed to keep the students occupied whether they are studying or playing/learning. No expense has been spared and no detail has been overlooked in this impressive facility from the classrooms to the playgrounds. This is a fabulous opportunity for a first- time buyer who does not want to build or be on a waiting list to build. You can start making money from day one, not starting with an empty school, red ink, and the risk that it will never succeed. This is your opportunity, if you are wanting a top performing franchise childcare center from one of the biggest brands in the industry.","{'Location:': 'Katy, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Owned', 'Building SF:': 'Included in asking price', 'Furniture, Fixtures, & Equipment (FF&E):': 'N/A', 'Franchise:': 'Included in asking price'}",Business Opportunity,"The business presents a solid opportunity. While its revenue is less than the Cayuga Lake Capital Acquisition Criteria's minimal limit, the business is part of a growing franchise and holds steadiness in terms of cash flow. The lack of information about the seller's motivation to sell poses a risk.",6
209,Liquor store for sale with million-dollar sales,Liquor Store,1142691,550000,USD,,215467,,0.1886,2.5526,https://www.bizbuysell.com/Business-Opportunity/liquor-store-for-sale-with-million-dollar-sales/2332679/,2332679,Dallas,Texas,2.0,Last 30 Days,1999.0,,"{'Asking Price:': '$550,000', 'Cash Flow:': '$215,467', 'Gross Revenue:': '$1,142,691', 'EBITDA:': 'N/A', 'FF&E:': '$75,000', 'Inventory:': '$250,000*', 'Rent:': 'N/A', 'Established:': '1999'}","Liquor store for sale with million-dollar sales. A high-volume liquor store established for over two decades is now available for acquisition. This business was established in 1999 by the previous owner and was acquired by the owner in 2009. The liquor store is located in a 4,355 SF freestanding building, conveniently located just off a major highway. Many retail businesses and commercial office buildings surround this area. Most of the customers are Hispanic customers who vary from low to middle-class income that live in the nearby densely populated residential neighborhoods and individuals who drive through the high-traffic road that is next to this business. Competition can be expected for the industry this business is within. Still, it is well known to many local customers as it has been operating here for over two decades since 1999 and has a solid customer base that is not much affected by other competitors. The business sales have been consistent at around $1,000,000/year over the last several years, and there was a slight decrease in 2020 due to the COVID-19 pandemic. However, its prime location, solid customer base, and name recognition, coupled with pro-active marketing and the new owner's active involvement in day-to-day operation, will definitely bring this business back to its pre-pandemic level and be able to reach its full potential. Although no marketing is currently involved in the operation, various forms of proactive marketing, such as direct mailing, flyers, social media outlets, special discounts, etc., in the local area will serve to increase the overall sales of the business as well as acquire more loyal customers that will consistently come to this business. This well-established liquor store is ready for a potential buyer to actively involve in the business operation while marketing to grow the business to reach its maximum potential. Listing ID #001456","{'Location:': 'Dallas County, TX', 'Inventory:': 'Not included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '4,355', 'Lease Expiration:': 'N/A', 'Employees:': '2', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'This business is located in a 4,355 SF space of a freestanding building just off a major highway. There are many retail businesses and commercial office buildings around this business. All equipment is in impeccable condition and great working order.', 'Competition:': 'There¡¯s one competitor within the immediate market area. Still, the loyal customer base has already been established for over five decades, and the price point of all products is extremely reasonable.', 'Growth & Expansion:': 'There is currently no marketing done except for the pylon signage. This business needs a full scale of marketing, including online and offline marketing, to increase sales.', 'Financing:': '100% down at the time of closing or 50% Cash Down with SBA Financing for Qualified Bu', 'Support & Training:': 'The owner will provide sufficient training for an agreed-upon period to make the transition into the business as seamless as possible.', 'Reason for Selling:': 'Other Opportunities'}",Business Opportunity,"The liquor store, established in 1999, operates in a promising location just off a major highway attracting a range of customers from different income groups living nearby and commuters from the road. Despite competition, the business has maintained consistency in its annual sales, reaching nearly $1,000,000, and has potential to grow further with solid marketing strategies. However, its revenue and seller earnings fall outside the Cayuga Lake Capital's Acquisition Criteria of $2m to $20m revenue and $500k to $2m seller earnings, which poses a limitation for this acquisition.",4
210,Automotive Repair,Automotive Services,1108997,1500000,USD,,200000,,0.1803,7.5,https://www.bizbuysell.com/Business-Opportunity/automotive-repair/2332650/,2332650,Gilmer,Texas,4.0,Last 30 Days,2006.0,Gary Battaglia,"{'Asking Price:': '$1,500,000', 'Cash Flow:': '$200,000', 'Gross Revenue:': '$1,108,997', 'EBITDA:': 'N/A', 'FF&E:': '$75,000', 'Inventory:': '$50,000', 'Rent:': '$3,000 per Month', 'Established:': '2015'}","This business has been a staple of the Gilmer automotive scene since 2006. We've spent this time proudly serving the Gilmer area and have become a valued part of the community. Whether you need general upkeep and maintenance or a complete vehicle overhaul, we have been there to provide excellent service and trustworthy advice. Our customers return to us whenever they have an issue or even a small concern about their vehicle because they know that they'll receive the very best in automotive care. Our highly trained technicians allow us to provide solutions to a wide range of problems, getting you back on the road quickly without breaking the bank on repairs. This business specializes in Car & Truck Care, Electronic Services, Electrical Services, General Services, Heating and Cooling Services, Engine & Transmission, Miscellaneous Services, Towing, Transmission Services, and Undercar Services and we are proud to help our customers get out safely on the road. For additional information please contact Gary Battaglia at (816) 349-1145 or gary.battaglia@fcbb.com","{'Location:': 'Gilmer, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '6,000', 'Lease Expiration:': 'N/A', 'Employees:': '4', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'This is a leased location of 6,000 square feet with a Total monthly rent of $3,000. Lease has Renewable/ 3 year options. Seller is active with 4 FT employees. Hours of operation are 8am - 6 pm, Monday - Friday. $50,000 in inventory and $75,000 in FF&E included in the asking price.', 'Reason for Selling:': 'Retiring, currently works remotely from Oklahoma'}",Business Opportunity,"The business seems to be a steady force within the automotive sector in Gilmer, with good customer loyalty and a strong community presence. However, it doesn't meet the financial criteria of the Cayuga Lake Capital as the revenue and cash flow are both below required limits. The owner seems to be motivated to retire and this might open an opportunity for a good deal, but the business might not bring expected returns due to the low cash flow.",5
