,Name,Industry,Revenue,Purchase Price,Currency,SDE,Cash Flow,EBITDA,Margin,Multiple,URL,Product ID,City,State,Number of Employees,Date Added,Year Established,Listed By,Listing Financials,Listing Description,Listing Details,Type of Listing,ChatGPT Brief Analysis,ChatGPT Rating
401,Semi-Absentee Pizza & Wings Shop in Texas Hill Country Community,Restaurant,560118,299000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/semi-absentee-pizza-and-wings-shop-in-texas-hill-country-community/2336384/,2336384,Kendall,Texas,13.0,Last 30 Days,2020.0,,"{'Asking Price:': '$299,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$560,118', 'EBITDA:': 'N/A', 'FF&E:': '$100,000', 'Inventory:': '$400', 'Rent:': '$4,362', 'Established:': '2020'}","Are you ready to own a thriving restaurant in one of Texas' fastest-growing areas? This well-established, family-owned pizza and wings shop is available for purchase! The busy strip center is located at the start of the beautiful Texas Hill Country. The shop has a steady stream of street traffic because they are near a major crossroads, surrounded by new housing developments, schools, and businesses. This turnkey business is a local favorite with a loyal customer base, growing community ties, and steady revenue. Their delicious menu offers specialty and make-your-own pizzas, calzones, and fresh sides, along with mouthwatering wings. It is fully equipped with a modern kitchen, Woodstone Fire Deck pizza oven, dine-in seating, and delivery infrastructure in place. Plenty of growth potential if you plan to offer catering, new menu items, and extend signage. With increasing traffic and a booming local population, this is a golden opportunity for entrepreneurs or investors looking to step into their own Italian pizza business.","{'Location:': 'Kendall County, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '1,800', 'Lease Expiration:': 'N/A', 'Employees:': '13', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Facilities: New Strip Center behind popular gas station and near high-traffic intersection.', 'Competition:': 'This pizza shop is the only dine-in pizza restaurant within 10 miles. Also, they are not a franchise, so their pizza is unique, and the owner can change the style and menu as they please.', 'Growth & Expansion:': 'This area is considered the Gateway to the Texas Hill Country and is expanding, with multiple residential developments, plans for future expansion of the main state highway, and the popularity of Texas’ lifestyle. Because this location is between two towns, increased signage and marketing in each town would help with sales growth.', 'Financing:': 'Owner Terms:$149,500.00  Interest:5% Term Months:24   Monthly Payment:$6,558.77', 'Support & Training:': 'Number of Weeks Seller Will Offer Training: 2', 'Reason for Selling:': 'Focus on their other businesses'}",Business Opportunity,"While the restaurant has a presence in a fast-growing area in Texas, it falls short of Cayuga Lake Capital Acquisition Criteria in terms of revenue and operating history. However, the business has a loyal customer base and non-cyclical services, as a restaurant, which aligns with the firm's criteria. The potential for growth through expanded signage and catering services, along with the booming local population, could enhance its profitability.",5.0
402,Pharmacy in Northwest Texas,Pharmaceutical Retail,15200000,500000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/pharmacy-in-northwest-texas/2336362/,2336362,Northwest Texas,Texas,,Last 30 Days,,,"{'Asking Price:': '$500,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$15,200,000', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': '$150,000', 'Established:': 'N/A'}","Established retail pharmacy in Northwest Texas with a mix of retail and specialty. 2024 annual sales of $15.2 Million and filled over 52,000 prescriptions with an estimated inventory of $150,000. This pharmacy has clean licenses and insurance contracts.",{'Inventory:': 'Included in asking price'},Business Opportunity,"The business seems to be profitable with a vast turnover which matches the required criteria of Cayuga Lake Capital. However, cash flow and EBITDA details are missing which might be key in assessing its profitability and economic stability. The pharmacy also seems to have consistent revenues with substantial sales and filled prescriptions, pointing to a loyal customer base, another key criteria for Cayuga Lake Capital.",7.0
403,Guaranteed daily sales even for an absentee owner (Inside of Mall),Mediterranean / American Restaurant,750000,275000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/guaranteed-daily-sales-even-for-an-absentee-owner-inside-of-mall/2336337/,2336337,Houston,Texas,5.0,Last 30 Days,2010.0,,"{'Asking Price:': '$275,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$750,000', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': '$100,000*', 'Rent:': '$12,000 per Month', 'Established:': '2010'}",We have a Mediterranean / American Restaurant inside of the food court of an outlet mall that is very busy 7 days per week. Absentee Owner situation if needed.,"{'Location:': 'Houston, TX', 'Inventory:': 'Not included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '2,500', 'Lease Expiration:': '1/1/2025', 'Employees:': '5', 'Facilities:': 'All Major appliances that go along with the restaurant will be transferred. The store is inside of a food court so lots of traffic daily.', 'Competition:': 'Its a great time to buy now and get the lease renewed with the new owner for 5 years.', 'Growth & Expansion:': 'The business is a Franchise and have recently had new owners take over Corporate. The new owners are younger and willing to help as well as expand.', 'Financing:': '50 percent down minimum', 'Support & Training:': 'The manager Ana has been there for a few years and she will help to train and support. My Mom and dad will also help to train and support the new owner. My parents work there part time but are getting old and cannot continue. The Business is a Franchise so you have full support of their corporate team based in Atlanta.', 'Reason for Selling:': ""My parents are in their 70's and want to retire. I have other businesses and can"", 'Franchise:': 'This business is currently an established franchise', 'Business Website:': 'https://greatwraps.com'}",Business Opportunity,"The business under review is an established franchise in a frequently visited Houston outlet food court, offering strong traffic and potential customer base. The restaurant has an absentee owner option, and it's part of a franchise with young and supportive corporate leadership ready to assist expansion. However, it doesn't meet Cayuga Lake Capital's acquisition criteria in terms of revenue and seller earnings, lack of cash flow information, and the intent of the owner is to exit due to retirement, not to transition into a new role.",5.0
404,Well-Established Automotive Repair Shop #1909,Automotive Repair,1200000,1250000,USD,,350000,,0.2917,3.5714,https://www.bizbuysell.com/Business-Opportunity/well-established-automotive-repair-shop-1909/2336335/,2336335,Austin,Texas,4.0,Last 30 Days,1987.0,Owner,"{'Asking Price:': '$1,250,000', 'Cash Flow:': '$350,000', 'Gross Revenue:': '$1,200,000', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Rent:': 'N/A', 'Established:': '1987'}","This established automotive repair shop has a rich history founded in 1987, owned and operated by its founder who is seeking retirement. After spending his early career in the dealership world disenchanted with management and customer service, he started an independent shop on the simple principles of entrepreneurship, transparency and client satisfaction. Over 30 years later, the business serves a loyal customer base boasting of recent revenue growth and growth opportunities for the right successor. The 7-bay facility is in a premier location providing diverse repair and maintenance services for nearly all automotive makes and models. The owner owns the real estate and prefers to lease the facility initially but is flexible moving forward.","{'Location:': 'Austin, TX', 'Real Estate:': 'Leased', 'Building SF:': 'N/A', 'Lease Expiration:': 'N/A', 'Employees:': '4', 'Facilities:': '7-bay shop with attached office space equipped with lifts and related equipment.', 'Growth & Expansion:': 'Additional technicians, offering evening and weekend hours, additional services, digital marketing, etc. Owner has not focused on growing the business.', 'Reason for Selling:': 'Retirement'}",Business Opportunity,"The business aligns with Cayuga Lake Capital's acquisition criteria as it has a stable operating history of over 30 years and offers an opportunity for a full exit for the owner who is looking to retire. However, the revenue and cash flow are marginally below Cayuga Lake's financial criteria. Despite this, the business does have a loyal customer base and revenue growth potential, which are positive indicators of a profitable acquisition.",7.0
405,High volume liquor stores for sale in central Texas ,Liquor Store,2350000,1200000,USD,,350000,,0.1489,3.4286,https://www.bizbuysell.com/Business-Opportunity/high-volume-liquor-stores-for-sale-in-central-texas/2316590/,2316590,Austin,Texas,,Last 30 Days,2012.0,,"{'Asking Price:': '$1,200,000', 'Cash Flow:': '$350,000', 'Gross Revenue:': '$2,350,000', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': '$500,000*', 'Rent:': '$5,000 per Month', 'Established:': '2012'}",Good volume liquor stores in central Texas. Have options to buy 1 of 5 stores or all 5. Serious buyers only. In. Is ones for over 15yrs and now retiring.,"{'Location:': 'Austin, TX', 'Inventory:': 'Not included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '4,000', 'Lease Expiration:': 'N/A', 'Competition:': 'Consistent business all year', 'Support & Training:': 'Yes will provide training'}",Business Opportunity,"The business appears to be a stable, profitable business with a consistent customer base, as identified in the company's description. The company meets the financial criteria of Cayuga Lake Capital, with gross revenue and asking price within the preferred range. However, the EBITDA and seller's earnings are not specified, which could be a potential concern for investors during a thorough financial analysis.",7.0
406,Profitable Afterschool Program Franchise,Education and Arts,,75000,USD,,40000,,,1.875,https://www.bizbuysell.com/Business-Opportunity/profitable-afterschool-program-franchise/2265771/,2265771,Fort Bend County,Texas,10.0,Last 30 Days,2018.0,,"{'Asking Price:': '$75,000', 'Cash Flow:': '$40,000', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '2018'}","Profitable Afterschool Art Program with Strong Community Partnerships For Sale This is an exciting opportunity to own a profitable afterschool art business that partners with local school districts and community centers. The business offers engaging, creative art programs that are in high demand, making a positive impact on children and families within the community. Highlights: Established and profitable business model with steady revenue Strong relationships and current contracts with school districts and community centers, ensuring a consistent client base Offers a rewarding opportunity to work with children and foster their creativity and development Vast opportunity for growth and expansion Excellent reputation for providing quality, fun, and educational programs","{'Location:': 'Fort Bend County, TX', 'Employees:': '10', 'Facilities:': 'No monthly rent costs.  Contracts are set up with facility use agreements. (Home Based)', 'Competition:': 'There are many afterschool programs, but not many in the arts.  Art programs are welcomed in the district as an alternative to many sports-focused and engineering/coding/robotics focused programs.', 'Growth & Expansion:': 'The opportunity for growth is tremendous.  Some of the groundwork is already there...perfect for an owner with less pressing time commitments during the hours of 3PM to 6PM.', 'Financing:': 'Owner will cover lodging for travel to franchise training or annual conference', 'Support & Training:': 'Owner agrees to active in-person or virtual training as needed for a period of time leading up to new owner training at franchise offices.  Owner also offers to spend dedicated day(s) providing ""warm"" introduction to community and school district partners.', 'Reason for Selling:': 'Free up time for family (small kids)', 'Home-Based:': 'This business is currently Home-Based', 'Franchise:': 'This business is currently an established franchise'}",Business Opportunity,"The business is an established afterschool arts program with reliable sources of income through its strong connections with school districts and community centers. However, its revenue and cash flow are relatively low and undisclosed, and the seller is not revealing whether the business is profitable. The business addresses a niche market and has vast potential for growth, particularly for an owner who can manage the 3PM to 6PM time slot, but its stability and profitability are uncertain.",5.0
407,Popular Breakfast/Lunch Cafe,Food & Beverage,,140000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/popular-breakfast-lunch-cafe/2336256/,2336256,Mansfield,Texas,,Last 30 Days,2018.0,,"{'Asking Price:': '$140,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Rent:': 'N/A', 'Established:': '2018'}","Popular breakfast/Lunch restaurant for sale. The expanded space contains two kitchens, two bar areas, and a drive thru window in approximately 3494 sf.  The business was remodeled in 2018 and expanded in 2024.  Lease assumption or sublease is subject to landlord approval.","{'Location:': 'Mansfield, TX', 'Real Estate:': 'Leased', 'Building SF:': '3,494', 'Lease Expiration:': '11/30/2028', 'Facilities:': 'The business was opened in 2018 and expanded in 2024.  The expanded space contains two kitchens, two bar areas, and a drive thru window in approximately 3494 sf of leasehold space.  At the time of expansion in 2024 another full kitchen was added along with another bar and additional seating.', 'Competition:': 'The market area continues to grow. The restaurant is located on an end cap in a shopping center with a popular grocery anchor.', 'Growth & Expansion:': 'A new owner could increase sales by utilizing the drive thru window better or by expanding the operating hours.', 'Support & Training:': 'Owner does not anticipate training', 'Reason for Selling:': 'Owner leaving to pursue other interests'}",Business Opportunity,"This restaurant, despite having promising facilities like double kitchens and bars, fails to meet Cayuga Lake Capital's acquisition criteria in revenue or seller earnings, as both metrics are not available at this point. Furthermore, the restaurant's owner doesn't seem particularly motivated as indicated by the lack of training support for any potential acquisition. While growing market conditions and potential future utilization of the drive thru window do point towards possible expansion, without financial data, it's hard to accurately gauge this listing.",2.0
408,"10 FedEx Ground Routes, Austin TX",Logistics,1219000,990000,USD,,,296000,,,https://www.bizbuysell.com/Business-Opportunity/10-fedex-ground-routes-austin-tx/2336234/,2336234,Pflugerville,Texas,11.0,Last 30 Days,2000.0,Seller focusing on other FedEx operations,"{'Asking Price:': '$990,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$1,219,000', 'EBITDA:': '$296,000', 'FF&E:': '$300,000', 'Inventory:': 'N/A', 'Established:': '2000'}","Well-established and highly profitable FedEx P&D (pickup and delivery) routes.  Routes are contiguous making load sharing efficient.  100% overlapped in compliance with FedEx requirements.  Each route comes with a truck and experienced driver already in place. Spare vehicle(s) possibly available. Turnkey and a great opportunity for semi-absentee ownership with full time managers in place!  Detailed due diligence materials provided. These assets are ready to generate cash flow on day one. Keywords: shipping, box, transportation, trucking, logistics, delivery, parcel, packages, UPS, FedEx, Ground, Home Delivery, linehaul, Amazon","{'Location:': 'Pflugerville, TX', 'Inventory:': 'Included in asking price', 'Employees:': '11', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': '11 trucks included in sale, including spares.  Trucks park at FedEx facility overnight (no charge).  Additional spares available for sale separately. (Home Based)', 'Competition:': 'Contractually protected service areas.', 'Growth & Expansion:': 'FedEx grows organically as package volume has shown consistent growth each year. FedEx also provides yearly contract enhancements.  Growth can also be achieved by adding/purchasing more routes', 'Financing:': 'Seller prefers an all cash transaction but may carry a small note for qualified buyer', 'Support & Training:': 'Extensive training will be provided by seller as necessary to ensure buyer is fully prepared', 'Reason for Selling:': 'Seller focusing on other FedEx operations', 'Home-Based:': 'This business is currently Home-Based'}",Business Opportunity,"The business demonstrates steady activity in the logistics industry with a stable revenue generation. However, it falls short when judged against Cayuga Lake Capital's acquisition criteria, specifically in financial metrics - the revenue is less than $2m and seller earnings are undisclosed. The company does demonstrate stable operation history and potential for recurring revenue, which is a positive aspect.",6.0
409,Growing Boutique Plant Shop,Retail Plant Shop,113911,40000,USD,,0,0,0.0,,https://www.bizbuysell.com/Business-Opportunity/growing-boutique-plant-shop/2336163/,2336163,Comfort,Texas,2.0,Last 30 Days,2023.0,,"{'Asking Price:': '$40,000', 'Cash Flow:': '$0', 'Gross Revenue:': '$113,911', 'EBITDA:': '$0', 'FF&E:': '$500', 'Inventory:': '$15,000', 'Rent:': '$1,200 per Month', 'Established:': '2023'}","Verde Haven is a vibrant boutique retail plant shop offering a thoughtfully curated selection of indoor and outdoor plants, premium plant care products, and charming plant-themed gifts—along with a handpicked collection of locally crafted artisan goods. The shop features an innovative build-your-own terrarium bar that creates an interactive and engaging experience for customers. With a unique focus on both rare and Texas native plants, Verde Haven also offers personalized plant sourcing services and supports the community through custom plant arrangements for events. This well-loved business is an exceptional opportunity for anyone passionate about unique flora, local artistry, and community connection.","{'Location:': 'Comfort, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '800', 'Lease Expiration:': '5/31/2025', 'Employees:': '2', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': ""Facility is a sub-divided retail space within the Twin Gables Collaborative business park.  It shares air conditioning with neighboring space, but has it's own restroom with toilet and sink.  Facility also has access to a fenced backyard.  Assets include current inventory and basic merchandising furniture."", 'Competition:': ""The Comfort market is growing, and Verde Haven is in a prime location on Highway 27 with great visibility to traffic between Kerrville, Comfort and Fredericksburg.  There is a local garden center that focuses on larger outdoor plants, trees and shrubs, (Garden Haus), but it's not direct competition because they do not offer the same products as Verde Haven.  Verde Haven is gaining a strong reputation for exceptional quality and service throughout the hill country, including San Antonio, Boerne and Kerrville."", 'Growth & Expansion:': ""Verde Haven has hosted  a few training classes, plant club meetings and events, but we lack the resources to pursue that business model further.  Growth opportunities include expansion into those service areas, as well as providing local plant care services and local planting services.  There also exists an opportunity to improve the online presence of the store.  We currently leverage Shopify as our online commerce platform, but we're not very good at optimizing that website."", 'Financing:': '25% Down with 8% financing over 3 years', 'Support & Training:': ""We're happy to spend time with potential buyers discussing our schedules and care practices for the plants.  We use Shopify as our online commerce and POS system, and we'd be happy to train on that system as well."", 'Reason for Selling:': 'Verde Haven needs local engagement and support.  My wife and I are not local, an', 'Business Website:': 'https://verdehaven.myshopify.com/'}",Business Opportunity,"Verde Haven's revenues and its operating time frame do not meet the Cayuga Lake Capital Acquisition Criteria. It appears to be a lifestyle business, so the intention of the owner to withdraw involvement is uncertain. Additionally, the business seems to lack recurring revenues and the industry is not particularly fragmented, which indicates that it may not be a suitable acquisition for the client.",3.0
410,"Profitable Liquor Store in a Coveted, High-Traffic Neighborhood",Liquor Retail,403700,295000,USD,,100000,,0.2477,2.95,https://www.bizbuysell.com/Business-Opportunity/profitable-liquor-store-in-a-coveted-high-traffic-neighborhood/2336023/,2336023,Harris County,Texas,2.0,Last 30 Days,,,"{'Asking Price:': '$295,000', 'Cash Flow:': '$100,000', 'Gross Revenue:': '$403,700', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': '$105,000*', 'Established:': 'N/A'}","Step into a thriving opportunity with this established liquor store, a local favorite in one of the area's most prestigious communities. Known for its extensive selection—from award-winning wines and top-shelf spirits to craft beers and unique specialty beverages—this business has built a loyal customer base that keeps coming back. Its prime storefront in a bustling, high-visibility location ensures continuous walk-in traffic and excellent exposure. Key Features: - Premium Location: Situated in an upscale, high-traffic area that guarantees steady customer flow. - Loyal Clientele: A well-established base of repeat customers who value quality and variety. - Diverse Inventory: Offers a comprehensive range of wines, spirits, beers, and non-alcoholic options to cater to every taste. - Favorable Lease Terms: Attractive leasing options that provide flexibility and potential for negotiation. - Fully Licensed & Compliant: Meets all local and state regulations, ensuring smooth operations. - Growth Potential: Opportunities to expand product offerings and implement strategic marketing initiatives. - Solid Financials: Consistent profitability with strong revenue streams that promise stability. Why This Opportunity Stands Out: This is an exceptional chance for an owner-operator or investor aiming to acquire a well-run business with minimal startup hurdles. With its strong foundation, high customer retention, and potential for future expansion, this liquor store offers both immediate returns and long-term growth prospects. Whether you’re looking to enhance your portfolio or break into the retail beverage market, this business is poised for continued success. Explore the potential of owning a proven, profitable operation in a premier location—your gateway to a rewarding venture in the retail liquor industry.","{'Location:': 'Harris County, TX', 'Inventory:': 'Not included in asking price', 'Employees:': '2'}",Business Opportunity,"This liquor store meets the Cayuga Lake Capital acquisition criteria with its consistent profitability, which contributes to stable revenue streams. The store also has a loyal customer base that repeatedly patronizes it, indicating recurring revenue. However, the owner's commitment to the business is unclear, which could potentially influence the company's future growth trajectory.",6.0
