,Name,Industry,Revenue,Purchase Price,Currency,SDE,Cash Flow,EBITDA,Margin,Multiple,URL,Product ID,City,State,Number of Employees,Date Added,Year Established,Listed By,Listing Financials,Listing Description,Listing Details,Type of Listing,ChatGPT Brief Analysis,ChatGPT Rating
601,Wayback Burger for Sale,Fast Food,580000,580000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/wayback-burger-for-sale/2160910/,2160910,Frisco,Texas,12.0,Added Anytime,2023.0,,"{'Asking Price:': '$150,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$580,000', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Rent:': '$6,500 per Month', 'Established:': '2023'}","Wayback Burgers is about serving delicious and fresh, hand-made burgers, hand-dipped milkshakes, and delicious sides.","{'Location:': 'Frisco, TX', 'Real Estate:': 'Leased', 'Building SF:': '1,400', 'Lease Expiration:': 'N/A', 'Employees:': '12', 'Reason for Selling:': 'Looking to focus on other businesses', 'Franchise:': 'This business is currently an established franchise'}",Business Opportunity,"Wayback Burgers in Frisco falls under priced acquisition considering its revenue. However, inconsistencies in the financial data such as unavailability of SDE, EBITDA, and Cash Flow make it a risky proposition. Considering the establishment year, it's a fairly new enterprise which makes it hard to verify the stable operating history.",6
602,Orangetheory Fitness,Fitness Franchise,640000,640000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/orangetheory-fitness/2306586/,2306586,Grayson County,Texas,12.0,Added Anytime,2023.0,,"{'Asking Price:': '$700,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$640,000', 'EBITDA:': 'N/A', 'FF&E:': '$110,000', 'Inventory:': 'N/A', 'Rent:': '$7,592', 'Established:': '2023'}","This established Orangetheory Fitness franchise offers a unique chance to join one of the fastest-growing fitness brands globally. With a loyal customer base, prime location, and strong local community engagement, this studio is poised as a growth opportunity for a suited buyer. Currently, the business has limited cash flow due to minimal investment in marketing along with high loan payments. This presents a golden opportunity for a new owner to leverage OrangeTheory’s proven marketing strategies, refinance to increase cash flow, and expand local outreach.","{'Location:': 'Grayson County, TX', 'Real Estate:': 'Leased', 'Building SF:': '3,200', 'Lease Expiration:': '7/10/2027', 'Employees:': '12', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'July 2023 Newly constructed gym facility with bathrooms and showers. Unique two entry way gym layout for easier member transition between classes. All fitness equipment included.\nOwner is also selling Anna/Melissa, TX franchise rights with location for growth advantage or resell.', 'Competition:': 'M: Strategic location next to medical center of 4,000 employees alongside a food distibution center with 1,700 employees. Technology manufacturer is slated to bring 3,000 jobs in mid 2025.\n\nC: Competitors include Anytime Fitness, Planet Fitness, and 2 other small gym owners within a 20mi radius.', 'Growth & Expansion:': 'Anna/Melissa, TX license can be leveraged to expand just north of Dallas.', 'Support & Training:': 'Owner is willing to help during the transition of the business for 6 months post transaction date.', 'Reason for Selling:': 'Owner has leveraged external entrepreneral priorities while also completing law', 'Franchise:': 'This business is currently an established franchise'}",Business Opportunity,"This business in consideration has a stable customer base with a potential growth opportunity, however, the financials are less than desired per Cayuga Lake Capital criteria, specifically with missing values for cash flow and EBITDA - this could indicate unstability. Furthermore, the owner seems to have prioritized other business ventures, which may have led to the limited investment in the fitness franchise. While the location and potential for expansion are promising, the financial gaps and owner's divided attention cast doubt on this as a secure acquisition.",5
603,Growing Sandwich Restaurant w Owner Financing,Fast Food Restaurant,421980,421980,USD,,53750,,0.1274,7.8508,https://www.bizbuysell.com/Business-Opportunity/growing-sandwich-restaurant-w-owner-financing/2306583/,2306583,Denton,Texas,4.0,Added Anytime,2020.0,,"{'Asking Price:': '$149,000', 'Cash Flow:': '$53,750', 'Gross Revenue:': '$421,980', 'EBITDA:': 'N/A', 'FF&E:': '$4,000', 'Inventory:': '$3,000', 'Rent:': 'N/A', 'Established:': '2020'}","Fast food restaurant for sale serving sandwiches is available for acquisition. Rent is affordable, and owner financing is available for this shop. This business was originally established by the previous owner in 2020 and acquired by the current owner in 2021. This business is located in a 1,450 SF Retail Endcap space with a new anchor tenant moving in, which is next to one of the busiest highways and is surrounded by residential neighborhoods and apartment complexes. The restaurant's main menu item is the Philly Cheese Steak, salads, appetizers, fries, etc. The customer base consists of middle-income individuals with diverse ethnic backgrounds. Revenues have more than doubled since the acquisition and are expected to continue this growth trend as word-of-mouth of this establishment continues to grow. Although there are competitors in the immediate area, this restaurant's revenue has continued to grow with very limited marketing efforts. It is expected to continue this growth trend as word-of-mouth spreads with a new anchor tenant moving in, bringing additional foot traffic to the area. Proactive marketing will help capture new customers as the current owner has spent a minimal amount on marketing and solely relies on word-of-mouth. This business is a great opportunity for first-time buyers or someone with restaurant experience that can continue to grow the business. Listing ID #001244","{'Location:': 'Denton County, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '1,450', 'Lease Expiration:': 'N/A', 'Employees:': '4', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'This business is located in a 1,450 SF Retail Endcap space with a new anchor tenant moving in, which is next to one of the busiest highways and is surrounded by densely populated residential areas.', 'Competition:': ""There are competitors, as it's the nature of the restaurant industry, and the surrounding area"", 'Growth & Expansion:': 'The business has seen consistent growth since its recent acquisition. It is expected to continue this growth trend as word-of-mouth spreads with a new anchor tenant moving in, bringing additional foot traffic to the area. Proactive marketing will help capture new customers as the current owner has spent a minimal amount on marketing and solely relies on word-of-mouth.', 'Financing:': 'Owner is willing to finance 50%', 'Support & Training:': 'The owner will train for 2 weeks for a smooth transition.', 'Reason for Selling:': 'Burned Out'}",Business Opportunity,"The business under review is a fast food establishment with increasing revenues attributed to word of mouth, suggesting a loyal customer base. However, it falls short of Cayuga Lake Capital's acquisition criteria in terms of revenue and operating history. Further, more active investments in marketing than its current owner could potentially increase its customer base and revenues.",5
604,Chicken Wing Business for Sale w Low Rent,Fast Food,1592297,1592297,USD,,415645,,0.261,3.8309,https://www.bizbuysell.com/Business-Opportunity/chicken-wing-business-for-sale-w-low-rent/2306558/,2306558,Dallas,Texas,12.0,Added Anytime,2016.0,Retirement and Other Opportunity,"{'Asking Price:': '$1,200,000', 'Cash Flow:': '$415,645', 'Gross Revenue:': '$1,592,297', 'EBITDA:': 'N/A', 'FF&E:': '$75,000', 'Inventory:': '$15,000', 'Rent:': 'N/A', 'Established:': '2016'}","Chicken wing business for sale! This established fast-casual restaurant, offering a diverse menu that includes wings, cheesesteaks, burgers, salads, seafood, and more, is now available for acquisition in Dallas. Founded in 2016 and purchased by the current owner in 2017, the business has built a solid reputation for quality food and great customer service. The restaurant operates in a prime Dallas County location within a busy retail strip center, benefiting from high visibility and strong foot traffic. The 1,700 sq. ft. space is well-utilized and offers favorable lease terms, contributing to the business's profitability. While competition exists in the market, the business stands out due to its fresh offerings, propriety sauce, and competitive pricing. Marketing efforts currently include positive online reviews and third-party delivery services like UberEATS and DoorDash, with opportunities to expand further. The owner is absentee and looking to retire, making this an excellent opportunity for a new owner to take over a turnkey operation with steady sales and a prime Dallas location. Listing ID #001455","{'Location:': 'Dallas County, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '1,700', 'Lease Expiration:': 'N/A', 'Employees:': '12', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'The business occupies a prime 1,700 sq. ft. space within a busy retail strip center in Dallas County, benefiting from high visibility and heavy foot traffic. The location is easily accessible, making it a convenient stop for customers in the area.', 'Competition:': 'While competition exists in the market, the business stands out due to its fresh offerings, propriety sauce, and competitive pricing.', 'Growth & Expansion:': 'Marketing efforts currently include positive online reviews and third-party delivery services like UberEATS and DoorDash, with opportunities to expand further with additional marketing efforts.', 'Financing:': '100% cash at closing, or 30% cash down with the remaining balance financed through an', 'Support & Training:': 'The owner will provide training for an agreed-upon period of time to allow a smooth transition into the business.', 'Reason for Selling:': 'Retirement and Other Opportunity'}",Business Opportunity,"The business shows potential in terms of revenue generation and has a stable operating history of more than 5 years, meeting two key Cayuga Lake Capital acquisition criteria. The fact that the business has loyal customers with repeat orders indicates strong future prospects. However, the owner is seeking full retirement, which might require a transition period for the new owner/operator.",7
605,Liquor Store for Sale in Dallas,Liquor Store,607810,607810,USD,,68380,,0.1125,8.8887,https://www.bizbuysell.com/Business-Opportunity/liquor-store-for-sale-in-dallas/2306523/,2306523,Dallas,Texas,2.0,Added Anytime,2021.0,Owner,"{'Asking Price:': '$250,000', 'Cash Flow:': '$68,380', 'Gross Revenue:': '$607,810', 'EBITDA:': 'N/A', 'FF&E:': '$30,000', 'Inventory:': '$95,000*', 'Rent:': 'N/A', 'Established:': '2021'}","A boutique liquor store for sale in Dallas! A well-established liquor store in Dallas is now available for sale. This location has been used as a liquor store since the 1980s and was acquired by the current owner in 2021. Specializing in a curated selection of tequila, mezcal, and wine, the store also offers glassware, cocktail mixes, and supplies. Recently, the business launched a monthly wine club and features a seasonal selection of gift boxes. The diverse product mix appeals to a broad customer base. The store is located in a prime area of Dallas, occupying a 1,500 square-foot space within a bustling retail strip. The surrounding neighborhood is vibrant and walkable, with numerous bars, restaurants, and high-income residential areas nearby. The customer base is comprised primarily of women and families with disposable income who appreciate quality and variety in their liquor selections. While there is some competition in the area, the business differentiates itself with its exceptional customer service and its focus on high-end tequila, mezcal, and wine. Marketing efforts for the business include the monthly wine club, word-of-mouth referrals, and visible pylon signage. Recent facility improvements include updated exterior and interior signage, security blackout gates, custom cabinetry, new flooring, and the addition of a tasting room. While the current marketing strategies have helped establish a loyal following, there is significant potential to grow the business further through the development of an official website, social media presence, and direct mail campaigns. The business is situated in a rapidly growing area of Dallas, benefiting from an influx of new residents and businesses. This location presents an excellent opportunity for a new owner to capitalize on the area's growth and expand the business. The current owner is actively involved in daily operations but is seeking to sell due to plans to relocate. This is an ideal opportunity for a qualified buyer looking to take over a well-established business with great potential for continued success and growth. Listing ID #001445","{'Location:': 'Dallas County, TX', 'Inventory:': 'Not included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '1,500', 'Lease Expiration:': 'N/A', 'Employees:': '2', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Located in a prime Dallas location. The business occupies a well decorated 1500 sq ft facility within a retail strip. The market area is dynamic with great walkability - plenty of bars and restaurants - and close to high-income areas.', 'Competition:': 'There is some competition in the area from larger retail chain stores but this business stands out with its exceptional customer service alongside their specialized selection of tequila, mezcal and variety of wines.', 'Growth & Expansion:': 'The business is well positioned in the rapidly growing market area of Dallas with a influx of new residents and businesses.', 'Financing:': '100% down at the time of closing or 75% Seller Financing.', 'Support & Training:': 'The owner will provide two (2) weeks of on-site training and as much training as needed remotely.', 'Reason for Selling:': 'Relocation'}",Business Opportunity,"The boutique liquor store is well-established, profitable with a stable operating history albeit acquired in 2021. However, it does not meet the financial revenue condition set out by Cayuga Lake Capital, making it a poor acquisition by their criteria. Furthermore, the owner is selling due to relocation, which is different from the owner profile type that Cayuga Lake Capital prefers.",5
606,Where Quality Meets Freshness: Discover Our Meat Selection!,Grocery,1112919,1112919,USD,,164275,,0.1476,6.7747,https://www.bizbuysell.com/Business-Opportunity/where-quality-meets-freshness-discover-our-meat-selection/2306508/,2306508,Corpus Christi,Texas,4994.0,Added Anytime,2005.0,TRANSWORLD BUSINESS ADVISORS OF HOUSTON,"{'Asking Price:': '$3,979,000', 'Cash Flow:': '$164,275', 'Gross Revenue:': '$1,112,919', 'EBITDA:': 'N/A', 'FF&E:': '$400,000', 'Inventory:': '$130,000', 'Real Estate:': '$3,129,000*', 'Established:': '2005'}","TRANSWORLD BUSINESS ADVISORS OF HOUSTON. LISTING REF # 76931-476922 This Meat Market and Grocery store was established in 2005 in the central part of Corpus Christi. After growing the business year over year for 10 years, the seller decided to relocate the business to a growing part of Corpus Christi closer to numerous new neighborhoods. The previous location was housed in a leased 2,700 square foot facility and moved the renamed business to a new building of 4,994 square feet. The seller owns the new facility along with 6 additional rental units in the same strip center. All units are part of the sale. Of the six rental units, 3 have tenants at an average lease of$1,900 per month triple net. The sales price for this turnkey operation is $850,000 for the business and $3,129,000 for the real estate. The real estate purchase includes the 4,995 square foot building and 6 rental units of 1,012 square feet each, and the common areas of the strip center. Sales in 2023 for this business were $1,112,919 which was an increase of 18% over 2022 sales. This is an asset sale that includes $400,000 in FFE, $600,000 in tenant improvements, and $130,000 in saleable inventory. A drawing of the real estate is available in the Business History of the CIM.","{'Location:': 'Nueces County, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Owned', 'Building SF:': 'Not included in asking price', 'Employees:': '4,994', 'Furniture, Fixtures, & Equipment (FF&E):': '10', 'Support & Training:': 'Included in asking price', 'Reason for Selling:': '2 weeks'}",Business Opportunity,"The business appears to be well-established, having been around since 2005 and showing revenue increase over the years. However, the business does not meet the Cayuga Lake Capital acquisition criteria in terms of the required $2m to $20m revenue range and $500k to $2m seller earnings. Additionally, the high asking price and lack of clarity regarding the owner's motivation for selling could be potential drawbacks.",6
607,Austin Pool Service Route for Sale,Pool Service,56600,56600,USD,,44500,,0.7862,1.2719,https://www.bizbuysell.com/Business-Opportunity/austin-pool-service-route-for-sale/2306471/,2306471,Austin,Texas,,Added Anytime,2021.0,,"{'Asking Price:': '$42,600', 'Cash Flow:': '$44,500', 'Gross Revenue:': '$56,600', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '2021'}","Come and build this little gem into a goldmine. High quality, very satisfied, customers in a concentrated area. All problem clients have been groomed out. Basic chemicals are billed separately. Own your own recession-proof business. Create your own schedule - no evenings or weekends. Work from home or an office. Unlimited earnings with limited effort. TX11641 Nice, established pool service route with 16 residential accounts and 0 commercial accounts. Monthly reoccurring billing of $3,550.00, plus minor repairs income. Seller charges for many extras. Excellent area and room for growth. Great route to start your career in the swimming pool industry or add to your existing route or business! Seller will train and guarantee the transfer of accounts. 5-year covenant not to compete. Become more successful through The Millionaire Pool Man Program.","{'Location:': 'Hays County, TX', 'Facilities:': 'Swimming Pool Route for Sale – Swimming Pool Business – Swimming Pool Accounts for Sale – Accounts on this route are located in Austin. Excellent area and plenty of room for expansion! This business can be run from a HOME or small office. Enjoy monthly recurring income, unlimited profits and growth with this route Millionaire Pool Man Program. (Home Based)', 'Competition:': ""There really isn't a great deal of competition unless you create the competition. You need to be better. You need to be honest; and you need to provide the service as agreed. Professionalism severely limits your competition. This is part of what we teach when you work with our company. If you are the same as everyone else, why should anyone choose your services? Our goal is to help you become more successful and eliminate the competition!"", 'Growth & Expansion:': 'Enjoy UNLIMITED Expansion and Growth! Let us show you how our clients have dominated many areas in the pool service and repair industry. Our marketing methods are proven. Our marketing program is free to our clients. There are different levels of success. The more you want to earn, the more you need The Millionaire Pool Man Program. Enjoy high profits, low overhead, stability and continued growth in a recession-proof industry with virtually no failure rate. Success is easy, if you want it.', 'Support & Training:': 'Seller provides 30-day training period and on-going support, in most cases. In addition, National Pool Route Sales offers comprehensive closing services for our clients, which include online billing software, access to our business consulting, The Millionaire Pool Man Program, and more! Some restrictions apply.', 'Reason for Selling:': 'Moving', 'Home-Based:': 'This business is currently Home-Based', 'Business Website:': 'http://www.poolroutesales.com'}",Business Opportunity,"The business seems to be a decent opportunity given it operates in a recession-proof industry with high customer satisfaction and scope for expansion. However, considering the acquisition criteria of Cayuga Lake Capital, the financials do not meet the desired revenue or earning figures, and the business has been established recently in 2021, indicating a short operating history. Lastly, the seller seems to fit the owner profile as he is motivated (reason for selling is 'Moving'), which could make transition easier.",4
608,Franchise Massage Business in Collin County Motivated Seller,Massage Services,436226,436226,USD,,39751,,0.0911,10.974,https://www.bizbuysell.com/Business-Opportunity/franchise-massage-business-in-collin-county-motivated-seller/2306366/,2306366,Collin County,Texas,12.0,Added Anytime,2015.0,V-AID,"{'Asking Price:': '$70,000', 'Cash Flow:': '$39,751', 'Gross Revenue:': '$436,226', 'EBITDA:': 'N/A', 'FF&E:': '$15,000', 'Inventory:': '$0', 'Rent:': 'N/A', 'Established:': '2015'}","Franchise Massage business for sale in Collin County, Texas! Motivated Seller! All offers will be considered! Established in 2015 by the current owner, this business has successfully cultivated a loyal and growing clientele. The only setback was the COVID-19 pandemic, the business was generating over $500K in revenue before the pandemic contributed to a temporary decline. However, the business has almost achieved a full recovery and is poised for further growth! Owner is willing to finance with $50K Down! This franchise offers a range of top-notch massage services, including deep tissue massages, Swedish massages, couples massages, sports massages, and more. Customers can also opt for memberships, unlocking perks like free massages or discounted sessions. The location in Collin County is ideal, situated in a retail strip center on one of the area's busiest streets. The customer base primarily consists of mid to upper-income couples and individuals, with a strong representation of women. Over 400 customers maintain memberships at this business which has grown greatly from 300 memberships, generating a consistent flow of income. While there is some competition in the local market, this business stands out with its competitive prices and high-quality services. Corporate has a marketing plan in place, but there's room for a more assertive local marketing strategy to boost memberships and, consequently, revenue. This location also boasts a proprietary database of 10,000 and growing customer email lists, which helps with gift card sales during holidays like Christmas, Valentine, Mother Day, etc. The current owner is hands-off in daily operations, focusing on crucial tasks such as hiring, firing, and bookkeeping. A qualified buyer with industry experience could smoothly transition into ownership and steer the business to new heights. Corporate has just approved facials as an additional service that can be added as another source of revenue. Adding facials will help increase revenue and expand its current customer base while helping cross-sell its services. Don't miss out on this opportunity to step into a successful massage franchise in Collin County. Complete a Buyer Registration and NDA with V-AID to learn more! Listing ID #001359","{'Location:': 'Collin County, TX', 'Real Estate:': 'Leased', 'Building SF:': '2,378', 'Lease Expiration:': 'N/A', 'Employees:': '12', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'The business occupies a 2,378 sq. ft. space. The advantageous location in Collin County, positioned within a retail strip center along one of the busiest streets in the area, gives easy access and high visibility to daily traffic and nearby shoppers.', 'Competition:': 'There is some competition in the local market, but this business stands out with its competitive prices and high-quality services.', 'Growth & Expansion:': 'A more aggressive approach to local marketing to increase membership will help increase revenue.\n\nCorporate has just approved facials as an additional service that can be added as another source of revenue.\n\nAdding facials will help increase revenue and expand its current customer base while helping cross-sell its services.', 'Financing:': 'The seller is willing to owner finance with 50k down for qualified buyers.', 'Support & Training:': 'The owner will provide training for an agreed-upon period of time to allow a smooth transition into the business.', 'Reason for Selling:': 'Other opportunities.', 'Franchise:': 'This business is currently an established franchise'}",Business Opportunity,"The business meets Cayuga Lake Capital's criteria given it's profitable and has a stable operating history of over 5 years with a recurring revenue stream from a loyal customer base. The seller appears motivated and seeks a new role while being open to financing options, aligning it with the ideal owner profile. However, it falls short on the financial metrics, as its revenue and seller earnings are below the required $2m to $20m and $500k to $2m respectively. Additionally, the industry it operates in, although non-cyclical seems to not be fragmented.",4
609,Patented Amazon Brand Neck Pain Relief Product,Holistic Treatment,735694,735694,USD,375000,337571,,0.4588,2.1794,https://www.bizbuysell.com/Business-Opportunity/patented-amazon-brand-neck-pain-relief-product/2328763/,2328763,Harris County,Texas,0.0,Added Anytime,2018.0,Brand Owner,"{'Asking Price:': '$1,400,000', 'Cash Flow:': '$337,571', 'Gross Revenue:': '$735,694', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '2018'}","The Opportunity This is an opportunity to acquire ownership of the Brand and its other related assets including patents and trademarks along with full ecommerce operations which is predominantly through Amazon FBA. Business Overview One of the most prevalent injuries is neck pain.  And while clinical products provided the most relief, there were not any real suitable at-home solutions.  As a physical therapist, the founder had a desire to create a product that provided neck pain relief that was affordable, portable, easy to use and worked!  Thus, this trademarked and patented brand was born.  FDA approved and endorsed by celebrity personalities, doctors, chiropractors as well as hundreds of thousands of happy customers, this product provides an affordable solution to a painful, common problem. The product is stored at the manufacturer and shipped directly to Amazon FBA for order fulfillment.  Products for wholesale fulfillment are shipped directly to the owners 250 sq. ft. warehouse which can easily be stored from a home office/garage.  The owner is currently working 5 hours per week overseeing the 2 contractors who manage operations. With 380k+ customer database, this highly visible business has a strong reputation and great future growth potential! Increase in Revenues and Profits The brand’s Amazon listing was down for a period of time during 2024 due to Amazon technical issues.  Based on historical sales in 2024, the company estimates revenues could have been about $80-$100k higher during this period.   With consideration of an addt'l $80k in lost Sales, the 2024 Proforma may likely have produced Total Revenues of ~$815k and Total Net Profit (SDE) of ~$375k. In addition, the company has the potential to work with a new supplier who has quoted lower product costs and who will also pay for the FDA annual fee providing substantial cost savings going forward. Considering the estimated lost revenues during the downtime and possible future COGS savings, the company could see increased profits with revenues reaching $1M in 2025. Key Brand Benefits - Turnkey - easy to transition -  Profitable - consistent year-round sales -  Patented Product with FDA Approval -  Strong Registered Trademark and IP -  Well-Established Brand -  Proven Product - upside to scale sales channels -  Endorsed by Celebrity Personalities and High Profile Figures -  Large Customer List -  Large Social Media Following -  Growing Alternative and Holistic Treatment Industry -  Great Future Growth Potential","{'Location:': 'Harris County, TX', 'Employees:': '0', 'Facilities:': 'Home Based', 'Competition:': 'The brand has no direct competitors due to the extensive patents and IP protection which give it a competitive edge over other devices in the industry', 'Growth & Expansion:': 'Strategies to continue business growth and profitability include:\r\n\r\n? Expand to international Amazon marketplaces\r\n? Explore Facebook, TikTok, and Google marketing\r\n? Expand wholesale\r\n? Develop new products\r\n? Increase influencer marketing', 'Support & Training:': 'Yes', 'Reason for Selling:': 'The owner has decided to sell the website at this juncture as they are moving on', 'Home-Based:': 'This business is currently Home-Based'}",Business Opportunity,"The business has a promising product in a multi-billion dollar health and wellness industry, with strong IP protection, impressive customer base, and potential for margin improvement. Despite being relatively young, the company is profitable with revenues close to $1M, making it a strong target for acquisition. However, the lack of employees and the owner's limited involvement might indicate operational vulnerabilities and require a dedicated management team to maintain and grow the business.",7
610,Auto Dismantler 40 years in business,Auto Parts,1120000,1120000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/auto-dismantler-40-years-in-business/2326260/,2326260,Houston,Texas,,Added Anytime,1985.0,,"{'Asking Price:': '$5,990,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$1,120,000', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': '$1,800,000', 'Real Estate:': '$1,015,400', 'Established:': '1985'}","This Auto Dismantler sells used auto parts in a lucrative market from European high-end vehicles.  Cash sales, no receivables, marketing conducted via internet nationwide.  Cost of goods sold as low as 30% with very low operating expenses.  Fully permitted and compliant with all regulations.  Price includes all inventory and two commercial tracts of real estate.  Has been a one-owner business for 40 years; now it's time to hang it up.  Phonemical growth potential for a hands-on, aggressive owner.","{'Location:': 'Houston, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Owned', 'Building SF:': 'Included in asking price', 'Employees:': 'N/A', 'Facilities:': '3', 'Competition:': 'Buildings with several bays, both inside and lot storage. Adequate street parking.', 'Growth & Expansion:': 'City of Houston is not permitting any new businesses of this nature.  Market for these upscale used parts is very strong.', 'Financing:': 'Aggressive buyer with good digital marketing skills can expand the business several fold.  Focus is on larger parts (engines, transmissions, etc.), much opportunity in lesser value items under $500.  Brands emphasized are Audi, BMW, Mercedes, Range Rover.  Expansion could also include other cities.', 'Support & Training:': 'Owner has run the business out of his check book. Records are good and supported.', 'Reason for Selling:': 'Owner willing to provide transition support for a reasonable period of time.'}",Business Opportunity,"The business is in the auto parts industry, dealing with high-end European vehicles, which gives it a niche in the market. However, its revenue is below Cayuga Lake Capital's acquisition criteria and no information on the owner's intent or the business' steady earnings, making it a risky acquisition. The business has been operational for more than 5 years indicating some stability, yet its suitability as an acquisition target is vague without further financial insight.",5
