,Name,Industry,Revenue,Purchase Price,Currency,SDE,Cash Flow,EBITDA,Margin,Multiple,URL,Product ID,City,State,Number of Employees,Date Added,Year Established,Listed By,Listing Financials,Listing Description,Listing Details,Type of Listing,ChatGPT Brief Analysis,ChatGPT Rating
901,Auto Repair & Electronics,Auto Repair & Retail,609000,609000,USD,,215000,,0.353,2.8326,https://www.bizbuysell.com/Business-Opportunity/auto-repair-and-electronics/2176019/,2176019,Houston,Texas,4.0,Added Anytime,2010.0,,"{'Asking Price:': '$350,000', 'Cash Flow:': '$215,000', 'Gross Revenue:': '$609,000', 'EBITDA:': 'N/A', 'FF&E:': '$80,000', 'Inventory:': '$28,500', 'Rent:': '$7,500 per Month', 'Established:': '2010'}","Well established retail store specializing in auto repair and body work which represents approximately 65% of total sales, and the sale and installation of auto & truck electronic equipment including stereos, speakers & amplifiers, tires, wheels, & window tinting, representing approximately 25% of total sales, and Home furniture, beds, and mattresses under band names such as Coaster Furniture, Furniture of America, Crown Mark Furniture, and Home Elegance which accounts for approximately 10% of total sales. The facilities is a free standing building and includes a large show room and 8 bay auto repair shop.  The real estate can be leased or can be purchased at $1.4 million.","{'Location:': 'Houston, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '8,550', 'Lease Expiration:': 'N/A', 'Employees:': '4', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'This shop  is a free standing building and is available for purchase or lease.', 'Financing:': '$175,000 cash down and $175,000 Seller Note for 5 years @ 6% interest = $3,383.24 P/M', 'Support & Training:': 'As needed', 'Reason for Selling:': 'This owner opens, operates, and then sells his stores.'}",Business Opportunity,"The business being profitable with a stable operating history of 10 years and diversified revenue streams makes it a potential candidate for acquisition. However, the absence of disclosed Seller's Discretionary Earnings (SDE) and EBITDA makes the financial evaluation incomplete. The owner's pattern of opening, operating and selling stores might be indicative of successful turnarounds but also increases risks associated with lack of long-term strategic planning.",7
902,Chinese Buffet Restaurant,Restaurant,1140000,1140000,USD,,156000,,0.1368,7.3077,https://www.bizbuysell.com/Business-Opportunity/chinese-buffet-restaurant/2158999/,2158999,Houston,Texas,7.0,Added Anytime,2021.0,,"{'Asking Price:': '$275,000', 'Cash Flow:': '$156,000', 'Gross Revenue:': '$1,140,000', 'EBITDA:': 'N/A', 'FF&E:': '$126,000', 'Inventory:': '$3,000', 'Rent:': '$9,700', 'Established:': '2021'}","This is a free standing Chinese restaurant with seating for 85 customers located on a major street near Intercontinental Airport and Beltway 8 in Houston open 7 days per week from 11 AM to 9 PM.  They offer a buffet style line with a large variety of food items including soups, kimchi, shrimp boil, teriyaki pork ribs, broccoli & Mongolian beef, bourbon chicken, snow shrimp, & a variety of vegetables.  Approximately 80% of the business is takeout or delivery.  Seller is willing to train and provide seller financing.","{'Location:': 'Houston, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '2,953', 'Lease Expiration:': '10/31/2031', 'Employees:': '7', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Free standing building with large kitchen and dining room.', 'Growth & Expansion:': 'Could add beer & wine & mixed drinks.', 'Financing:': '$137,500 cash down & Seller Note for $137,500 for 5 years at 6% interest = $2,658.26', 'Support & Training:': 'As needed', 'Reason for Selling:': 'The owner wants to open a restaurant near his home.'}",Business Opportunity,"The business is a Chinese restaurant which offers both dine-in and take-out options, located near a major airport. With the current revenue and cash flow, it falls short of the Cayuga Lake Capital's financial acquisition criteria. However, considering the popularity of Chinese cuisine and the potential for growth indicated by the seller, it may be a good prospect for those willing to invest in the growth stage.",6
903,"Fast Growing Franchise Restaurant, Univerity Location",Fast Food,505000,505000,USD,,78609,,0.1557,6.4242,https://www.bizbuysell.com/Business-Opportunity/fast-growing-franchise-restaurant-univerity-location/2214547/,2214547,Denton,Texas,11.0,Added Anytime,2023.0,,"{'Asking Price:': '$350,000', 'Cash Flow:': '$78,609', 'Gross Revenue:': '$505,000', 'EBITDA:': 'N/A', 'FF&E:': '$120,000', 'Inventory:': '$2,000', 'Rent:': 'N/A', 'Established:': '2023'}","Located across the street from a major University.Near several bars that the students frequent and build up an appetite. -where do college kids go to get food after the bars close when it’s crazy late? They come here,in a hot area with great visibility.It is ideally located across from a Great, Large University.but also because there are three other colleges within a 5-mile radius. THey offer a variety of 24 different Calzones with a a choice of 24 different ingredients. In 2018 it was listed in the Top 200 Food Franchises in Entrepreneur Magazine. They provide a unique concept, enjoy a cult-like following, and have a proven system for success.For all online orders they offer a rewards program for customers  for every dollar spent, which can then be redeemed for free food and discounts on future purchases. In addition, they just added lunch service,and business is increasing every day.They have built a solid reputation for serving and delivering great custom-made food, which has made them very successful.Combine that with their fantastic location,and you have a proven winner.","{'Location:': 'Denton County, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': 'N/A', 'Lease Expiration:': 'N/A', 'Employees:': '11', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'The building is 2,000 sq. ft.The rent is $5,600 per month triple net.', 'Competition:': 'No other Calzone Restaurant in the city', 'Growth & Expansion:': 'Competition:Growth Potential:Unlimited, could easily double sales.', 'Support & Training:': 'The owner will provide 30 days of free,onsite training as well as 6 months of free phone consulting on an as-needed basis', 'Reason for Selling:': 'Retiring'}",Business Opportunity,"The business has a revenue of $505,000 which is within the Cayuga Lake Capital's criteria and this shows its profitability capacity. The company seems to be well established and popular with the local university and college students, with additional programs like a rewards system and customer loyalty, which may be an indicator of a stable operating history and recurring revenues, important criteria for acquisitions. However, detailed information about the seller's earnings and capital expenditures are lacking, which are crucial to evaluate the financial feasibility according to Cayuga lake Capital's criteria.",6
904,36 Year old plumbing business - Huge Profits,Plumbing Services,1522187,1522187,USD,,631681,,0.415,2.4097,https://www.bizbuysell.com/Business-Opportunity/36-year-old-plumbing-business-huge-profits/2218047/,2218047,Dallas,Texas,,Added Anytime,1988.0,,"{'Asking Price:': '$2,398,562', 'Cash Flow:': '$631,681', 'Gross Revenue:': '$1,522,187', 'EBITDA:': 'N/A', 'FF&E:': '$168,000', 'Inventory:': '$15,000*', 'Real Estate:': '$550,000*', 'Established:': '1988'}","This is a great, 36-year-old business that has long-term, repeat customers and offers a wide range of plumbing services.  Approximately 75% of their customers are commercial and 25% are residential.  As an example of a satisfied, repeat customer; one of their commercial customers owns around 40 buildings and uses this company exclusively.  They have five-star ratings stating that they are excellent at what they do. Customers commend them for being professional, proficient, dependable, and punctual. No job is too big or too small.  Their licensed plumbing technicians put customer service first and explain to their customers what they are doing and why.  Customers count on their service, trust their judgment and assessments, use them again and again, and highly recommend them to others. Among the services this company offers are: - Commercial and residential new construction and repair - Repair all types of plumbing problems - Leak Detection/repair - Plumbing inspection - Water heater repair/replacement - Drain cleaning - Sewer cleaning - Gas Line repair/replacement. They are a member of The Inter local Purchasing System (TIPS), which is a cooperative purchasing program that offers competitive bids and bulk buying for public and private schools, colleges, universities, cities, counties, and other government entities.  TIPS membership makes it possible for these groups to use only one bid to do the work instead of the normal three bids required.  This allows work to be allotted in a more streamlined fashion and to be done much faster. If you purchase both the business and land, you have an automatic source of income in the amount of $1,000 per month with the rental building on the property before you go on your first call.  This is great additional income to have. This is a business that you can be proud to own.  Everything to be successful is in place.  You don’t even have to be a master plumber from day one since the current owner has a master plumbing license.  The right owner can expand the business by creating a website, using social media, and advertising.","{'Location:': 'Dallas County, TX', 'Inventory:': 'Not included in asking price', 'Real Estate:': 'Owned', 'Building SF:': 'Not included in asking price', 'Employees:': 'N/A', 'Furniture, Fixtures, & Equipment (FF&E):': '5', 'Facilities:': 'Included in asking price', 'Competition:': 'This business is located on a great, one-acre lot with two, pristine-condition buildings. The main building for the plumbing business is 4,800 sq. ft. with three, 12x12 overhead doors.  It has a 400 sq. ft a/c office with a restroom.  In the back corner is a 600 sq. ft. a/c apartment with a full bath, kitchenette, and living area.  The front building has 1,500 sq. ft. and is leased for $1,000 per month.  Land & buildings are priced at $375,000. \n\nIf the business is purchased w/o land and buildings, the rent for the main building will be $4,000 a month.', 'Growth & Expansion:': 'Competition:Closest one is 10–12 miles away from office', 'Support & Training:': 'Could double business by advertising and by developing a website.  Also, could hire more employees since they are forced to turn down business daily.  Adding a second office in Fort Worth would create exponential growth.', 'Reason for Selling:': 'The owner will provide 4 weeks of free, onsite training as well as up to 6 months of free phone consulting on an as-needed basis.'}",Business Opportunity,"The business fits the Cayuga Lake Capital acquisition criteria: being in the service industry with a recurring and repeat customer base, and an established operating history of over 36 years. The company also demonstrates potential for further growth, especially through expanded online presence and staffing. However, the current revenue and cash-flow figures, although impressive, are just slightly below Cayuga's minimum preferred financial criteria.",7
905,"Campbell's Snacks Route, Southeast San Antonio, TX",Food Distribution,528164,528164,USD,80350,80350,80350,0.1521,6.5733,https://www.bizbuysell.com/Business-Opportunity/campbells-snacks-route-southeast-san-antonio-tx/2220779/,2220779,San Antonio,Texas,,Added Anytime,2022.0,,"{'Asking Price:': '$386,000', 'Cash Flow:': '$80,350', 'Gross Revenue:': '$528,164', 'EBITDA:': '$80,350', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '2022'}","Pepperidge Farm Cookie and Snyder’s – Lance Chips Combo route for sale in the Southeast San Antonio, Texas area for $386,000. Financing available with an estimated $85,000! down. Currently grossing $528,164 in sales and nets $80,350. Distributorship and protected territory are purchased through seller and contracted through Campbell’s Snacks. Campbell’s Snacks currently distributes the well-known brands of Goldfish Crackers, Milano Cookies, Snyder’s Pretzels, Lance Crackers, Kettle Chips, Archway Cookies, Cape Cod Chips and more. This route has 11 grocery store and variety store accounts. Plenty of growth opportunity.","{'Location:': 'San Antonio, TX', 'Financing:': 'Financing with company ($85,000 down)!', 'Support & Training:': 'Owner and company will train.\r\nMost company routes require the buyer to form some type of entity such as an LLC or Corporation. If you need help with this visit www.HelpMeIncorporate.com', 'Reason for Selling:': 'The seller owns multiple routes and is downsizing.'}",Business Opportunity,"The business is fairly new and operates in the food distribution sector. The seller's earnings are below the Cayuga Lake Capital Acquisition criteria's minimum, and the operating history is considerably short. There might be a growth opportunity, but due to the short operating history and low seller's earning, it doesn't seem to be a secure investment.",3
906,High-Profit Cookie Shop Featuring All-Natural Ingredients,Bakery,704916,704916,USD,,216841,,0.3076,3.2508,https://www.bizbuysell.com/Business-Opportunity/high-profit-cookie-shop-featuring-all-natural-ingredients/2179750/,2179750,Dallas,Texas,3.0,Added Anytime,2016.0,,"{'Asking Price:': '$272,900', 'Cash Flow:': '$216,841', 'Gross Revenue:': '$704,916', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '2016'}","Own a profitable dessert business with a unique niche in the market. Known for its rich, soft-baked cookies made from scratch using all-natural, organic ingredients, this business has built a strong reputation for quality and customer satisfaction. The store is designed for a seamless experience, handling walk-in purchases, online orders, and local deliveries with ease. With multiple revenue streams and a small footprint that keeps overhead low, this simple-to-operate business is both efficient and highly profitable.  Focusing on premium cookies made from organic ingredients, this business commands high prices and delivers impressive profit margins.","{'Location:': 'Dallas, TX', 'Employees:': '3', 'Facilities:': 'Contact for more details', 'Support & Training:': 'Full training and support included, no industry experience necessary'}",Business Opportunity,"The business meets the Cayuga Lake Capital criteria as it falls within desirable revenue range and showcases low capital expenditures evidenced by minimal overhead costs. The business model supports recurring revenues through online and walk-in clients. However, the owner's motivation for selling and their intention to retire or reduce day-to-day involvement remains unspecified, which is a point of concern.",8
907,"Campbell's Snacks Route, San Antonio, TX",Food Distribution,637364,637364,USD,,99838,99838,0.1566,6.384,https://www.bizbuysell.com/Business-Opportunity/campbells-snacks-route-san-antonio-tx/2219582/,2219582,San Antonio,Texas,,Added Anytime,2022.0,,"{'Asking Price:': '$475,000', 'Cash Flow:': '$99,838', 'Gross Revenue:': '$637,364', 'EBITDA:': '$99,838', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '2022'}","Pepperidge Farm Cookie and Snyder’s – Lance Chips Combo route for sale in the San Antonio, Texas area for $475,000. Financing available with an estimated $114,000! down. Currently grossing $637,364 in sales and nets $99,838. Distributorship and protected territory are purchased through seller and contracted through Campbell’s Snacks. Campbell’s Snacks currently distributes the well-known brands of Goldfish Crackers, Milano Cookies, Snyder’s Pretzels, Lance Crackers, Kettle Chips, Archway Cookies, Cape Cod Chips and more. This route has 8 grocery store and variety store accounts. Plenty of growth opportunity.","{'Location:': 'San Antonio, TX', 'Financing:': 'Financing with company ($114,000 down)!', 'Support & Training:': 'Owner and company will train.\r\nMost company routes require the buyer to form some type of entity such as an LLC or Corporation. If you need help with this visit www.HelpMeIncorporate.com', 'Reason for Selling:': 'The seller owns multiple routes and is downsizing.'}",Business Opportunity,"The business offers a potentially high revenue stream with a sales figure of $637,364 and it operates in the food distribution industry which is non-cyclical and fragmented, meeting two of Cayuga Lake Capital's acquisition criteria. However, it falls short in terms of seller earnings and it has been established in 2022 hence it does not have a stable operating history of 5+ years as required. Furthermore, the listing does not provide details about the owner's motivation or intention to retire or reduce day-to-day involvement.",5
908,Full-Service Commercial Window Cleaning Business,Window Cleaning,731691,731691,USD,,178416,,0.2438,4.101,https://www.bizbuysell.com/Business-Opportunity/full-service-commercial-window-cleaning-business/2184847/,2184847,Austin,Texas,4.0,Added Anytime,1998.0,,"{'Asking Price:': '$138,900', 'Cash Flow:': '$178,416', 'Gross Revenue:': '$731,691', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '1998'}","Take ownership of an outstanding window cleaning business. Specializing in both residential and commercial window cleaning, this business derives approximately 80% of its revenue from commercial accounts, ensuring a dependable stream of repeat clients. This low-cost, high-margin business features a straightforward, uncomplicated model, allowing you to work Monday through Friday with no nights, weekends, or holidays. The comprehensive service offering includes interior and exterior window cleaning, gutter cleaning, and more, catering to a wide range of clients. What distinguishes this business is its all-encompassing system, including extensive training, marketing support, and access to web-based software and tools such as SEO, vehicle branding, and a call center to help you manage and grow the business effortlessly. This is a lucrative, easy-to-operate opportunity. Additionally, you'll benefit from a supportive network and proven business strategies that have already been established. With third-party financing available for qualified buyers, this is your chance to step into a thriving business with a solid foundation and limitless potential for growth.","{'Location:': 'Austin, TX', 'Employees:': '4', 'Facilities:': 'Contact for more details', 'Support & Training:': 'Full training and support included, no industry experience necessary'}",Business Opportunity,"This business meets the Cayuga Lake Capital acquisition criteria in terms of operating history, a focus on non-cyclical services in a fragmented industry and proven business growth strategies. The firm's strong reliance on repeat revenue from commercial clients and its low-cost operations also align with the criteria. However, the financial parameters including revenue and seller earnings are below the stated acquisition criteria, which may require further negotiation on the asking price.",6
909,Leading Pool Care Services Company,Pool Care Services,546668,546668,USD,,130847,,0.2394,4.1779,https://www.bizbuysell.com/Business-Opportunity/leading-pool-care-services-company/2162861/,2162861,Fort Worth,Texas,3.0,Added Anytime,2018.0,,"{'Asking Price:': '$134,900', 'Cash Flow:': '$130,847', 'Gross Revenue:': '$546,668', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '2018'}","This locally-owned-and-operated pool care services business is renowned for delivering top-notch service at an affordable price.  Specializing in residential and commercial pool cleaning, equipment repairs, and renovation, this tech-savvy business utilizes proprietary software for efficient operations. Recognized as an industry leader with awards for performance and growth, the home-based business ensures low overhead and consistent revenue from loyal, repeat customers.  Operating year-round, it serves a diverse clientele, including apartments, hotels, and more.  With untapped market potential, a strategic owner role focused on marketing and team management, and multiple revenue streams, this is your chance to own a thriving pool care business.","{'Location:': 'Fort Worth, TX', 'Employees:': '3', 'Facilities:': 'Contact for more details about this home-based business', 'Support & Training:': 'Full training and support included, no industry experience necessary'}",Business Opportunity,"This pool care business demonstrates a stable operating history, with service provided year-round and consistent revenue from loyal, repeat customers which aligns with the Cayuga Lake Capital acquisition criteria. However, its revenue might not reach the minimum $2m threshold set by Cayuga Lake Capital. Furthermore, no information on the owner's motivation for selling is available, making it unclear if the transition will be smooth in accordance with desired criteria.",7
910,Home-Based Semi-Absentee Healthy Food Vending,Vending Machines,191022,191022,USD,,113764,,0.5956,1.6791,https://www.bizbuysell.com/Business-Opportunity/home-based-semi-absentee-healthy-food-vending/2160785/,2160785,Conroe,Texas,,Added Anytime,,,"{'Asking Price:': '$128,900', 'Cash Flow:': '$113,764', 'Gross Revenue:': '$191,022', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': 'N/A'}","This business offers healthy snacks and beverages through vending machines placed in high-traffic locations such as gyms, hospitals, schools, and office businesses.  Includes a comprehensive training and support program for new owners, including initial training, ongoing support, and access to a network of other vending operators.  Established relationships with suppliers, distributors, and other partners can help ensure the continued success of the business.  New owner could continue growth by expanding the number of machines and locations or adding satellite units to increase capacity and offer additional products and services.","{'Location:': 'Conroe, TX', 'Facilities:': 'Contact for more details about this home-based business', 'Support & Training:': 'Full training and support included, no industry experience necessary'}",Business Opportunity,"The business falls within a promising industry of health and fitness, with high potential for growth due to established relationships with suppliers, partners, and a comprehensive training and support program for new business owners. However, the lack of clarity in revenue predictability, a seemingly missing business history, and undisclosed employee numbers raise some flags, possibly exceeding the preferred acquisition criteria of Cayuga Lake Capital. The innovation of adding satellite units or expanding the number of locations could be considered a plus for future development.",4
