,Name,Industry,Revenue,Purchase Price,Currency,SDE,Cash Flow,EBITDA,Margin,Multiple,URL,Product ID,City,State,Number of Employees,Date Added,Year Established,Listed By,Listing Financials,Listing Description,Listing Details,Type of Listing,ChatGPT Brief Analysis,ChatGPT Rating
1201,Vending Machines & Locations Throughout Dallas.,Vending,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/vending-machines-and-locations-throughout-dallas/2084606/,2084606,Dallas,Texas,,Added Anytime,,,"{'Asking Price:': '$53,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': 'N/A'}","Turn-key vending route opportunity with several machines and very desirable locations from the most awarded vending company in the industry. Vending is a $56 Billion dollar a year industry and this is your opportunity to be apart of it with minimal investment! This vending route will provide you with everything you need to build wealth with a semi-absentee business. You’ll benefit from: • State-of-the-art machines with the latest technology like SureVend, remote monitoring, cashless options, and UV Sanitation to kill bacteria including Covid. These machines are US Made with 3-year all-inclusive warranty. • Locations – with Lifetime location guarantee and minimum vend requirements. • Business identity package, website, brochures, flyers, business cards. • Intensive in person training at corporate HQ as well as virtual training. • Live US Based Tech Support • In-House Business funding- *680+ credit score required • On-going one-on-one training with a dedicated coach. No-fee Support System. • Everything you need to run a successful vending business. You’ll be in business for yourself, but not by yourself. Types of locations include: • Hospitals & Nursing Homes • Community Centers • Manufacturing • Large Office Complexes • Call Centers • Apartment Rec Rooms • Car Dealerships • Distribution Centers Please call or use the contact form for more details on this rapidly growing business opportunity.","{'Location:': 'Dallas, TX', 'Facilities:': 'Home Based', 'Competition:': 'Vending is a $56 Billion dollar a year industry. Competition is limited due to our state-of-the-art equipment featuring the latest technology with long term location agreements.', 'Growth & Expansion:': 'Locations are pre-determined with responsible growth timeline to ensure new owner infrastructure will service the demand.', 'Financing:': 'In-House Financing Available', 'Support & Training:': 'On-going one-on-one training with a dedicated coach. No-fee Support System.', 'Home-Based:': 'This business is currently Home-Based'}",Business Opportunity,"Though the business provides a turn-key vending route opportunity, it lacks financial details such as revenue stream and cash flow, making it a risky acquisition. The business does possess a potential due to its established locations in the wider vending industry, however, it fails to meet specific Cayuga Lake Capital Acquisition Criteria such as necessary revenue and earning figures. While there is a promise of in-house support and training, the lack of financial transparency is a concern.",5
1202,Vending Machines & Locations Throughout Houston.,Vending,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/vending-machines-and-locations-throughout-houston/2084601/,2084601,Houston,Texas,,Added Anytime,,,"{'Asking Price:': '$53,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': 'N/A'}","Turn-key vending route opportunity with several machines and very desirable locations from the most awarded vending company in the industry. Vending is a $56 Billion dollar a year industry and this is your opportunity to be apart of it with minimal investment! This vending route will provide you with everything you need to build wealth with a semi-absentee business. You’ll benefit from: • State-of-the-art machines with the latest technology like SureVend, remote monitoring, cashless options, and UV Sanitation to kill bacteria including Covid. These machines are US Made with 3-year all-inclusive warranty. • Locations – with Lifetime location guarantee and minimum vend requirements. • Business identity package, website, brochures, flyers, business cards. • Intensive in person training at corporate HQ as well as virtual training. • Live US Based Tech Support • In-House Business funding- *680+ credit score required • On-going one-on-one training with a dedicated coach. No-fee Support System. • Everything you need to run a successful vending business. You’ll be in business for yourself, but not by yourself. Types of locations include: • Hospitals & Nursing Homes • Community Centers • Manufacturing • Large Office Complexes • Call Centers • Apartment Rec Rooms • Car Dealerships • Distribution Centers Please call or use the contact form for more details on this rapidly growing business opportunity.","{'Location:': 'Houston, TX', 'Facilities:': 'Home Based', 'Competition:': 'Vending is a $56 Billion dollar a year industry. Competition is limited due to our state-of-the-art equipment featuring the latest technology with long term location agreements.', 'Growth & Expansion:': 'Locations are pre-determined with responsible growth timeline to ensure new owner infrastructure will service the demand.', 'Financing:': 'In-House Financing Available', 'Support & Training:': 'On-going one-on-one training with a dedicated coach. No-fee Support System.', 'Home-Based:': 'This business is currently Home-Based'}",Business Opportunity,"The business is in a $56 billion industry, which is an indicator of a potential profitable acquisition. However, the absence of revenue and cash flow data translates to risky investment. The extensive support and training provided does suggest a motivated seller, but the lack of financial transparency and established history might conflict with Cayuga Lake Capital's acquisition criteria.",6
1203,"Established, North Houston Nail Salon - Priced for Quick Sale",Beauty Salon,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/established-north-houston-nail-salon-priced-for-quick-sale/2082935/,2082935,Houston,Texas,2.0,Added Anytime,,TRANSWORLD BUSINESS ADVISORS OF HOUSTON,"{'Asking Price:': '$60,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': '$20,000', 'Inventory:': '$10,000', 'Rent:': 'N/A', 'Established:': 'N/A'}","TRANSWORLD BUSINESS ADVISORS OF HOUSTON. LISTING REF #76931-158170 Priced for a quick sale. This nail salon has been established for over 10 years. Business has many repeat loyal customers as well as walk-ins from a fully leased and busy shopping center in Northwest Houston. Current owner took over the business from a family member who had run the business for about seven years. Recent facility improvements include a new HVAC system and other minor upgrades to the store. The shop has 6 like-new pedicure chairs and five nail stations. Wall is full of new nail polish inventory. Current owner seeks to exit as a result of growing family commitments. In addition to the owner-operator, the store has 2 full-time technicians working at the shop. There is plenty of room for growth as an owner-operator and for hiring more technicians. Great opportunity for nail salon owners looking to expand their portfolio in the Houston area or nail techs looking for an exciting opportunity to become a nail salon owner. Seeking all cash buyer.","{'Location:': 'Houston, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': 'N/A', 'Lease Expiration:': 'N/A', 'Employees:': '2', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Support & Training:': 'Number of Weeks Seller Will Offer Training:\t2', 'Reason for Selling:': 'Family commitments'}",Business Opportunity,"The business acquisition doesn't match the Cayuga Lake Capital criteria in terms of financials as both revenue and cash flow are not disclosed. Additionally, the seller's reasonable wishes for exiting due to family commitments fulfill owner profile requirement but lack of information about establishment year makes stability of operation uncertain. Hence, based on the information provided, it has potential for growth but a closer look at financials is advised before any decision.",4
1204,Highly Acclaimed Purveyor of Specialty Food Products #2076,Specialty Food Provider,3612342,3612342,USD,,252880,,0.07,14.2848,https://www.bizbuysell.com/Business-Opportunity/highly-acclaimed-purveyor-of-specialty-food-products-2076/2078915/,2078915,North Texas,Texas,13.0,Added Anytime,1992.0,Gateway Mergers & Acquisitions,"{'Asking Price:': '$1,100,000', 'Cash Flow:': '$252,880', 'Gross Revenue:': '$3,612,342', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Rent:': '$7,025', 'Established:': '1992'}","Unique opportunity for business ownership of a Specialty Food Provider in North Texas.  Current owner is ready to retire after an appropriate training and transition period. Owner's role is supervising the operating team while the highly skilled and well-trained employees tend to the day-to-day tasks and objectives.  Cash flow for 2023 is on track to exceed $400,000.  Surrounded by a very desirable demographic which supports the robust revenues.  Per capita income in the area is more than 25% higher than the national average.  Located in a highly visible location with excellent signage and dynamic exterior graphics draw customer attention to the facility.  The facility is over 4,000 square feet including a large production area which allows for all the necessary production equipment, refrigeration and freezer space. This is neither an offer nor a solicitation to sell securities. Real Estate Brokerage License on file.  For more information, please contact Gateway Mergers & Acquistion's.","{'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '5,000', 'Lease Expiration:': '2/29/2024', 'Employees:': '13', 'Facilities:': 'Located in a highly visible location with excellent parking, ingress and egress.  Excellent signage and dynamic exterior graphics keep customer attention on the facility.  Over 4,000 square feet of production and sales area.  Facility has all the necessary production equipment, refrigeration and freezer space needed.', 'Competition:': 'This business sets itself apart from the competition by providing only the highest quality products, specialty offerings, highly skilled staff,  and exemplary customer service.', 'Growth & Expansion:': 'Expand wholesale, institutional and other revenue streams.  Potential to increase the number of locations.', 'Support & Training:': ""Current owner is committed to a smooth transition to new ownership.  Specifics will be negotiated with respect to the acquirer's needs.  to a smooth transition to new ownership.  Specifics will be negotiated with respect to the acquirer's needs."", 'Reason for Selling:': 'Retirement'}",Business Opportunity,"The business aligns with Cayuga Lake Capital's acquisition criteria in several areas: its revenue and cash flow are within the desired range; it has a stable operational history since 1992 and the owner is retiring, expressing motivation for a full exit. Moreover, the business's repeat customers and focus on high-quality specialty food offerings suggest possible recurring revenues and a fragmented industry, another match to the acquisition preferences. However, it's important to validate these preliminary findings with a more detailed investigation into financials and company operation.",8
1205,Sandwich & Deli Shop for Sale – Prime Location,Food and Beverage,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/sandwich-and-deli-shop-for-sale-prime-location/2077638/,2077638,San Antonio,Texas,,Added Anytime,,,"{'Asking Price:': '$65,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': 'N/A'}","This is a fantastic opportunity to own a well-positioned sandwich and deli shop inside the bustling Wonderland of the Americas Mall. Known for its steady foot traffic and diverse clientele, this location offers excellent visibility and easy access to a wide customer base. The shop is fully equipped and ready for a new owner to step in and continue operations immediately. With its prime spot in one of San Antonio’s popular shopping destinations, the potential for growth is immense. Don’t miss this chance to own a deli in a high-demand location with limitless opportunities to expand!","{'Location:': 'San Antonio, TX'}",Business Opportunity,"The business provides a unique opportunity to inherit a fully operational deli shop in a promising location, benefiting from high foot traffic and diverse clientele. However, the lack of disclosed financials poses a certain risk and prevents a comprehensive assessment of the business's performance. Furthermore, it does not meet the Cayuga Lake Capital acquisition criteria in terms of revenue and seller earnings.",4
1206,Profitable Restaurant Business with the prime location,Restaurant,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/profitable-restaurant-business-with-the-prime-location/2077635/,2077635,San Antonio,Texas,,Added Anytime,,,"{'Asking Price:': '$450,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': 'N/A'}","Don’t miss this incredible opportunity to own a thriving restaurant with a proven track record of profitability! Located in a safe and highly desirable area, this business enjoys excellent visibility and consistent customer traffic. The interior has been recently renovated, featuring modern finishes and upgraded rooms that create a warm and inviting atmosphere for guests. With everything updated and in place, this is a turnkey operation ready for its next owner to step in and succeed. Perfect for seasoned restaurateurs or aspiring entrepreneurs, this is your chance to own a profitable business in a fantastic location. Act now—this opportunity won’t last long!","{'Location:': 'San Antonio, TX'}",Business Opportunity,"Although the business comes with promising factors, such as a prime location and level of preparedness for a transition, there is a lack of necessary financial metrics. This void makes it difficult to assess if the restaurant aligns with the financial criteria set by Cayuga Lake Capital. This includes criteria such as $2m to $20m in revenue, $500k to $2m in seller earnings and sustaining low capital expenditures.",5
1207,Two Preschools in North Texas for Sale #2077,Education,1097291,1097291,USD,,459197,,0.4185,2.3896,https://www.bizbuysell.com/Business-Opportunity/two-preschools-in-north-texas-for-sale-2077/2073722/,2073722,,Texas,,Added Anytime,1988.0,Gateway Mergers & Acquisitions,"{'Asking Price:': '$3,300,000', 'Cash Flow:': '$459,197', 'Gross Revenue:': '$1,097,291', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Real Estate:': 'N/A', 'Established:': '1988'}","We are selling two preschools located in the North Texas area.  Both schools teach children from infant to school age.  The current owner is absentee from both locations; they have a director in each location that runs the day-to-day operations.  They are selling to relocate and downsize to focus on one school. The asking price includes the real estate, buildings, business, vehicles, furniture, fixtures and equipment.  The schools are well equipped and have an experienced and knowledgeable staff in place. This is neither an offer nor a solicitation to sell securities. Real Estate Brokerage License on file.  For more information, please contact Gateway Mergers & Acquisitions at 972-219-6961.","{'Inventory:': 'Included in asking price', 'Real Estate:': 'Owned', 'Building SF:': 'Included in asking price', 'Employees:': 'N/A', 'Competition:': '14', 'Growth & Expansion:': 'The preschools both have a long-standing reputation in the area.', 'Support & Training:': 'The business would benefit from collective advertising and marketing efforts.', 'Reason for Selling:': 'The owner is willing to negotiate training and transition to ensure a smooth transition.'}",Business Opportunity,"The preschool businesses meet the Cayuga Lake Capital acquisition criterion of stable operation with its establishment year being 1988. However, the gross revenue and cash flow are slightly below the desired range. The fact that the current owner is not actively involved could be advantageous for a new owner looking for an established, relay-run business, but the lack of information about the number of employees and recurring revenues may require further due diligence.",6
1208,Mental Health Care,Mental Health Services,2288000,2288000,USD,,650496,,0.2843,3.5173,https://www.bizbuysell.com/Business-Opportunity/mental-health-care/2072240/,2072240,Houston,Texas,,Added Anytime,,,"{'Asking Price:': '$4,000,000', 'Cash Flow:': '$650,496', 'Gross Revenue:': '$2,288,000', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': 'N/A'}","A well-established company with multiple locations. The company provides critical mental care to outlying regions of two major metro areas. It seeks to offer customers who might not have the opportunity to receive necessary mental health care owing to a shortage of services in their area. Since its founding, the business has committed to helping families who are faced with the burden of supporting loved ones who have mental health difficulties. The company is made up of a group of mental healthcare specialists who work to extend essential elements of the company's program to outlying places. Teams of carefully selected specialists from the organization are eager to go to remote locations around and near the metro areas. They're eager to do this because they are committed to bringing about meaningful social change. The company's services offer opportunities to advance the best possible mental health. Clients get the all-around support required to promote healthy emotional well-being thanks to a collaborative service style, highly qualified employees, and strong core principles. In today's society, when mental health is an issue both locally and globally, the company specializes in offering vital mental health care and aid to families in need as it can be difficult for many families to help loved ones who have mental health issues. The company's mission is carried out with dedication and consistency, serving both children and adults by offering services that provide normalcy to the lives of the clients it serves, and by putting a special emphasis on key values such as tolerance, integrity, respect, love, and creativity. The company's services emphasize clients' specific strengths rather than their faults.","{'Location:': 'Houston, TX'}",Business Opportunity,"This mental healthcare business seems well-positioned in a critical healthcare niche, providing a much-needed service to underserved areas. The company has multiple locations and a business model that appears to sustain scalable growth. However, information about its operating history, capital expenditures, the exact number of employees, and the owner's motivations is lacking, which makes it difficult to complete the Cayuga Lake Capital acquisition evaluation with high confidence.",5
1209,Mobile Pet Grooming Plus Pet Sitting and Dog Walking,Pet Care Services,834848,834848,USD,,172688,,0.2068,4.8344,https://www.bizbuysell.com/Business-Opportunity/mobile-pet-grooming-plus-pet-sitting-and-dog-walking/2070617/,2070617,Allen,Texas,4.0,Added Anytime,2018.0,,"{'Asking Price:': '$194,900', 'Cash Flow:': '$172,688', 'Gross Revenue:': '$834,848', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '2018'}","This exceptional mobile pet business goes beyond mere walks and baths. Our distinctive array of services includes pet sitting, dog walking, and mobile pet spa treatments, allowing us to promote and cross-sell various services, driving business growth with consistent revenue streams. In today's world, pet owners seek top-tier services and care for their beloved companions. We offer peace of mind to busy pet parents, catering to their needs whether they're away from home or pressed for time. Whether it's a midday stroll, overnight care, or a convenient grooming session right at their doorstep, rest assured, their furry companions are in capable hands. In an era where exceptional customer service is increasingly rare, we stand out by integrating cutting-edge technologies to enhance the client experience. However, we firmly believe that technology should complement rather than replace personalized, affectionate care. Our team of pet care professionals invests time in building relationships with our clients and their pets, ensuring that their furry friends receive the exercise, attention, and tender loving care they deserve.","{'Location:': 'Allen, TX', 'Employees:': '4', 'Facilities:': 'Contact for more details', 'Support & Training:': 'Full training and support included, no industry experience necessary'}",Business Opportunity,"The business is relatively new and therefore lacks the stability that Cayuga Lake Capital typically looks for in an acquisition. However, its profit margins seem healthy and it operates in the pet care industry which is generally a stable, non-cyclical industry. Further information would be required to confirm the owner's motivations and the capital expenditure level of the business, but based on available data, it's not a bad prospect.",6
1210,"TX G.C. for Gov’t Agencies, Universities & Hospitals (37506)",General Contractor,4005080,4005080,USD,250000,250000,,0.0624,16.0203,https://www.bizbuysell.com/Business-Opportunity/tx-g-c-for-gov-t-agencies-universities-and-hospitals-37506/2069649/,2069649,Texas,Texas,40.0,Added Anytime,1951.0,,"{'Asking Price:': '$799,000', 'Cash Flow:': '$250,000', 'Gross Revenue:': '$4,005,080', 'EBITDA:': 'N/A', 'FF&E:': '$125,000', 'Inventory:': 'N/A', 'Established:': '1951'}","Company is a general contractor providing major and minor construction projects for commercial customers, government agencies and universities. Projects have included parking garages, building renovations, new construction, and expansions. Additionally, the company does commercial drywall and acoustic ceiling installations. The Company operates from a 7,636-square foot facility in Texas, which it owns.  Offering these services requires a facility with warehouse and office space, a fleet of vehicles and personnel with industry experience. The seller will lease or sell the property to the buyer. Company has a proven track record, supported by almost 70 years of ongoing business. With its broad range of services, the Company’s marketing efforts focus on targeting municipalities, industrial firms, and commercial enterprises. The revenues for 2023 were $4,005,080 and 2024 is targeting stable revenues of $4 Million with $250,000 Discretionary Earnings. The significant number of available projects provide the buyer with an opportunity to increase the multimillion-dollar revenues and net income. With its large customer base and solid reputation, the Company continues to attract new customers while maintaining its reputation with existing ones. Large projects are already contracted and underway this year.","{'Inventory:': 'Included in asking price', 'Employees:': '40', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Included Inventory varies per project.', 'Financing:': 'Financing can be negotiable for the appropriate buyer.', 'Support & Training:': 'The owner will be available for transitioning. A management team is in place and the employees will stay on after the sale.', 'Reason for Selling:': 'Approaching retirement and/or pursuing other interests.'}",Business Opportunity,"The business aligns with the Cayuga Lake Capital acquisition criteria having a strong revenue and a stable operating history of nearly 70 years. The seller is motivated, looking to retire, and the business offers recurring revenue with its loyal customer base. However, the seller's earnings are slightly below the preferred range of Cayuga Lake Capital and there may be high capital expenditures due to the nature of the industry.",7
