,Name,Industry,Revenue,Purchase Price,Currency,SDE,Cash Flow,EBITDA,Margin,Multiple,URL,Product ID,City,State,Number of Employees,Date Added,Year Established,Listed By,Listing Financials,Listing Description,Listing Details,Type of Listing,ChatGPT Brief Analysis,ChatGPT Rating
801,High-Quality Preschool with Real Estate Opportunity,Education,1026906,1026906,USD,,321046,,0.3126,3.1986,https://www.bizbuysell.com/Business-Opportunity/high-quality-preschool-with-real-estate-opportunity/2318209/,2318209,Lewisville,Texas,5500.0,Added Anytime,1997.0,,"{'Asking Price:': '$2,450,000', 'Cash Flow:': '$321,046', 'Gross Revenue:': '$1,026,906', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Real Estate:': 'N/A', 'Established:': '1997'}","Seize the opportunity to acquire a well-maintained, accredited preschool in Denton County, with real estate included. Licensed for ~120 students and currently maintaining enrollments at 85% capacity, this school offers immediate cash flow with significant upside potential, especially given the lack of current advertising. Exceptional Features Include: 1. Prime Location: Strategically located at the intersection of two major streets in the heart of Lewisville and Flower Mound, next to McDonald's. 2. Well-Maintained Facility: Built as a child care center in 2001, the 5,500 sq ft campus was remodeled in 2021-22 including: New Kitchen Appliances Updated office equipment in reception and administration areas 3. Experienced Staff: a tenured team, with: Over 50% of staff serving 10+ years Main Manager with 25+ years at the center Over 90% of staff tenure exceeding 3 years 4. 4 Star TRS Accreditation: The Center has maintained its 4-star Texas Rising Star (TRS) vendor designation since the program began. 5. Compliant Polices and Procedures edited: Complete Parent and Employee Handbooks, in digital format that can be easily edited; updated in September 2024, meet all TRS and Texas Department of Health and Human Services licensing requirements. 6. Pinnacle Curriculum includes all objectives required by TRS. 7. Included Assets: Over $20,000 in new education supplies, furniture, sleeping mats, and toys are included in the sale. Also included 4 vans for transporting children. 8. Additional Storage: Three storage sheds and one workshop, separate from the main building, provide ample space for extra supplies and operations. Don't miss this exceptional opportunity to own a thriving preschool business with a prime location, dedicated staff, and immense growth potential. Contact us today for more details!","{'Location:': 'Denton County, TX', 'Real Estate:': 'Owned', 'Building SF:': '', 'Employees:': '5,500', 'Facilities:': '12', 'Growth & Expansion:': 'a beautiful and very well maintained 5,500 sq ft build on almost three quarters of land. The site is next to a McDonalds and sits on a major thoroughfare in Lewisville / Flower Mound.', 'Support & Training:': 'At the present, the current owner does not market the school. They have thrived off of word of mouth and drive by traffic. Further enrollments could be possible advertising in the local area.', 'Reason for Selling:': 'Sale to include two weeks of onsite training and two via telephone or email.'}",Business Opportunity,"The business showcases a steady operating history, loyal customer base and significant upsides such as unused advertising potential, making it a good acquisition target according to Cayuga Lake Capital's criteria. However, the revenue and seller earnings are below the preferred range, posing a slight concern. Despite this, given its assets including prime location, experienced staff, and recently updated facilities, it can present valuable long-term benefits if appropriately managed.",7
802,Sylvan Learning Business Available for Resale in a prime location!,Educational Services,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/sylvan-learning-business-available-for-resale-in-a-prime-location/2318189/,2318189,Katy,Texas,13.0,Added Anytime,1994.0,,"{'Asking Price:': '$175,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Rent:': '$4,445 per Month', 'Established:': '1994'}","Come join the leader in supplemental education and explore the opportunity to invest in a sustainable, ongoing business. Sylvan Learning provides a range of services, both remedial (with tutoring for reading, writing, mathematics, and study skills) and enrichment, serving students from age 5 through their academic lifetime with the College Prep line. Inquire today to find out how you can become the educational resource in the Katy TX area.","{'Location:': 'Katy, TX', 'Real Estate:': 'Leased', 'Building SF:': '1,800', 'Lease Expiration:': '10/31/2025', 'Employees:': '13', 'Facilities:': 'Very desirable location newly built out in 2020.  Excellent signage included.  All lobby, office, and student furniture, along with iPads computers, support manipulatives and textbooks are included.', 'Competition:': 'The center supports core tutoring programs in Reading, Math, Study Skills, Writing, and ACT/SAT PREP and provides support with students’ immediate needs through our Homework Help program. The center is fully established with a very good reputation in the community.', 'Growth & Expansion:': 'As a young tutoring center, we are continuing the growth momentum.  Territory is very affluent with parents seeking strong academic progress from their children.  Many opportunities to expand assistance with high school AP course support and college prep support.', 'Financing:': 'The franchisee is open to seller financing options', 'Support & Training:': 'The current owner is willing to support the buyer through onboarding post-sale for up to one month to ensure a smooth transition. The franchisor provides a personal Franchise Business Consultant to support you throughout your lifetime as a franchisee. Sylvan corporate also offers a multitude of additional training delivered online, via phone, and in-person.', 'Reason for Selling:': 'The current franchisee has too many business ventures and needs to re-focus', 'Franchise:': 'This business is currently an established franchise', 'Business Website:': 'https://www.sylvanlearning.com/locations/us/tx/katy-tutoring/katy-houston/'}",Business Opportunity,"The business in consideration falls outside the revenue range set by Cayuga Capital Acquisition Criteria. However, the company has been established for a long period indicating a stable operating history. Lastly, the owner's reason for selling is to focus on other business ventures, which diverges from Cayuga Capital's preference for owners looking to retire or reduce involvement.",2
803,Established Glass Business - Sales & Contracting,Glass Services,379000,379000,USD,,41000,0,0.1082,9.2439,https://www.bizbuysell.com/Business-Opportunity/established-glass-business-sales-and-contracting/2200912/,2200912,Plano,Texas,4.0,Added Anytime,2017.0,,"{'Asking Price:': '$290,000', 'Cash Flow:': '$41,000', 'Gross Revenue:': '$379,000', 'EBITDA:': '$0', 'FF&E:': '$76,000', 'Inventory:': 'N/A', 'Rent:': '$1,420 per Month', 'Established:': '2017'}","Franchise independently owned and operated, excellent customer base. Backed by the strength of a National Brand, The Glass Guru Enterprises Inc. This independently owned and operated Glass Guru Franchise is priced to sell. The owner wishes to retire. Excellent territory with huge short and long-term potential. This is a great opportunity for anyone with a business, sales, or marketing background looking to step into a booming industry with no trade experience needed. The Glass Guru Franchise will train and assist in the owner transition. The Plano Glass Guru serves an exclusive territory with a current population of over 501k and provides residential and commercial glass, shower, window, door, and related services. The Cities and Zip Codes we service are as follows: Plano, 75023, 75024, 75025, 75074, 75075, 75093.  Richardson, 75080, 75081, 75082.  Murphy, 75094.  Garland, 75044. Far North Dallas, 75252.   With a current customer database of over 4,100+ customers and growing, there is a large existing foundation to build on and the opportunity for growth is endless.  We have served this area since 2017 and have an excellent reputation in our community as is evident by our Google Reviews. This business is staffed and busy and just needs a new owner in the driver’s seat. The business also includes a fully developed and maintained website with first-page organic rankings for many top terms, as well as 1 heavy duty truck, with racks, 1 sales/estimator truck, shop racks and table, hand and power tools, office workstation, and display samples.","{'Location:': 'Plano, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '1,400', 'Lease Expiration:': 'N/A', 'Employees:': '4', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Vehicles, tools, most office equipment, supplies, racks, and tables are included.', 'Competition:': 'Prominent nationally branded full-service glass business. Location is convenient for walk in business but driven by our Brand recognition, personal networking, diversified local marketing, online tools, and excellent customer service.', 'Growth & Expansion:': 'The Glass Guru Enterprises, Inc. has a proven road map and model for growth which if followed will lead to true owner independence', 'Support & Training:': 'In conjunction with The Glass Guru Enterprises, Inc., Franchisor onboard training will be provided. Step-by-step methods, procedures, networking tools, and online training tools are available.', 'Reason for Selling:': 'Owner wants to retire.', 'Franchise:': 'This business is currently an established franchise', 'Business Website:': 'https://www.theglassguru.com/plano-tx/'}",Business Opportunity,"The business seems to be a viable acquisition target given its strong and loyal customer base, proven growth model, and seller's motivation to retire. The revenue falls below the desired $2m range and EBITDA is zero, indicating profitability is not optimal. However, with its user-friendly website, solid online presence, niche market in a booming industry and a relatively stable operating history, it has assertive growth potential.",6
804,Main Street Consignments,Retail,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/main-street-consignments/2200296/,2200296,Marble Falls,Texas,1.0,Added Anytime,,,"{'Asking Price:': '$299,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Rent:': '$4,000 per Month', 'Established:': 'N/A'}","Amazing opportunity to purchase an established business in Marble Falls! Main Street Consignments has over 1,100 consignors & holds a great reputation nation-wide! The business is currently leasing a space in downtown Marble Falls on Main Street - the landlord will allow the new business owner to stay. This is a THRIVING business with solid profits, and the website will convey as well. Financials provided with a signed NDA, and the current owner would be willing to stick around until the new owner feels comfortable to take it over. The current owner has spent years building up her book of business, and now it's up for grabs!","{'Location:': 'Marble Falls, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '5,000', 'Lease Expiration:': '2/29/2024', 'Employees:': '1', 'Business Website:': 'https://main-street-consignments.business.site/?utm_source=gmb&utm_medium=referr'}",Business Opportunity,"The business has a solid reputation and a large customer base, which is a positive sign. However, the lack of disclosed financials is a major concern as it makes it difficult to ascertain its profitability and alignment with Cayuga Lake Capital's acquisition criteria. Notably, the owner seems motivated to exit, which aligns with the target owner profile of Cayuga Lake Capital.",5
805,Established & Thriving Dog Boarding Business/Property for Sale,Pet Care,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/established-and-thriving-dog-boarding-business-property-for-sale/2317942/,2317942,Montgomery,Texas,,Added Anytime,,,"{'Asking Price:': '$1,450,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Real Estate:': 'N/A', 'Established:': 'N/A'}","**Business Description:** Turnkey dog grooming business offering a thriving, established operation with a loyal client base. Fully equipped with modern grooming tools and facilities, this business is perfect for pet enthusiasts looking to step into a profitable venture. Prime location with strong community presence and consistent demand. Don't miss this opportunity to own a reputable pet care business!","{'Location:': 'Montgomery, TX', 'Real Estate:': 'Owned', 'Building SF:': ''}",Business Opportunity,"Based on the Cayuga Lake Capital Acquisition Criteria, the business falls short since both the revenue and seller earnings are undisclosed. This business appears to have a strong community presence, consistent demand, and a loyal client base, indicating potential for recurring revenues. However, without financial information, it's difficult to assess profitability or capital expenditures.",6
806,General Contracting & Remodeling Construction Co. Tarrant County,Construction,4866744,4866744,USD,,517000,525963,0.1062,9.4134,https://www.bizbuysell.com/Business-Opportunity/general-contracting-and-remodeling-construction-co-tarrant-county/2317876/,2317876,Fort Worth,Texas,13.0,Added Anytime,2007.0,Transworld,"{'Asking Price:': '$3,800,000', 'Cash Flow:': '$517,000', 'Gross Revenue:': '$4,866,744', 'EBITDA:': '$525,963', 'FF&E:': '$150,000', 'Inventory:': '$10,000', 'Rent:': '$3,700', 'Established:': '2007'}","Remodeling Construction experts, specializing in occupied residential renovations and excelling in customer service. Design transformation for Fort Worth and the surrounding areas, unique in the industry; a one stop source for all remodeling needs, from design conception through construction. 2 locations. A Corporate Location established for 3 years, serving as the management/ bookkeeping component and a second location a Design Center, open for retail, established for 7 years. The Corporate location is 3950 sq. ft. The Design Center location is 1600 sq. ft. Both locations are in the greater Fort Worth area. SBA Pre-Qualified through Transworld preferred Lender and Seller Financing avaialble.","{'Location:': 'Fort Worth, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '4,000', 'Lease Expiration:': '12/31/2025', 'Employees:': '13', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Established Brand and Loyal Customer Base: With over 20 years of experience, this high end construction remodeling business has established itself as a leader in high-end residential renovations, renowned for superior craftsmanship and attention to detail. Its consistent client base relies on referrals and repeat business, highlighting its reputation for quality.\n\nExpertise and Craftsmanship: Specializing in both design and construction sets the business apart, allowing for better project integration and a more seamless experience for clients.', 'Competition:': 'Premium Market Position: Specializing in high-end projects, company caters to a discerning clientele. Its focus on upscale renovations distinguishes it as a go-to provider for quality-focused homeowners.\n\nStrong Client and Vendor Relationships: Long-standing partnerships with trusted subcontractors and vendors ensure cost efficiency and reliable project execution. Additionally, most of the business comes from referrals, indicating strong client satisfaction and relationships. These dynamics contribute to consistent quality and operational succe', 'Growth & Expansion:': 'Proven Financial Performance: The company generated $4.3 million in revenue in 2023, maintaining a healthy 35% gross profit margin. This year over year steady growth reflects its ability to thrive in the competitive residential renovation market. 2024 sales revenues closed near $5M. Very scalable opportunity or add on construction aquisition for larger lower-middle market competitor.', 'Support & Training:': '4 weeks', 'Reason for Selling:': 'Pursuing other business opportunities'}",Business Opportunity,"The business has a strong financial performance, with revenue exceeding $4.8 million and SDE more than the required $500k suggested by Cayuga Lake Capital. It boasts of a stable operating history of more than 5 years and has a recurring customer base brought about by their knack for quality and superior craftsmanship. However, the business may face challenges in low capital expenditures with the business involving high-end residential renovations. Overall, given the financial stability, proven track record in operating history, and recurring revenues, the business is in a good position for acquisition.",8
807,Two Great High Volume Liquor stores-MUST SEE!!!,Liquor Retail,3796666,3796666,USD,,793378,,0.209,4.7854,https://www.bizbuysell.com/Business-Opportunity/two-great-high-volume-liquor-stores-must-see/2306433/,2306433,Collin County,Texas,9.0,Added Anytime,2021.0,,"{'Asking Price:': '$2,200,000', 'Cash Flow:': '$793,378', 'Gross Revenue:': '$3,796,666', 'EBITDA:': 'N/A', 'FF&E:': '$203,000', 'Inventory:': '$600,000*', 'Rent:': 'N/A', 'Established:': '2021'}","This is a great opportunity to own two beautiful, professionally operated liquor stores. These are upscale stores in high visibility areas that cater to two of the fastest growing cities in North Texas. These two locations operate with a general manager overseeing the entire operation with individual store managers onsite. Allowing the owner to be hands off the day -to-day process. One store is located in a a newly built shopping center  visible to the main thoroughfare  through the city. The other store is located in a well-established Shopping Center. This is also a well established location and has abundant and very convenient parking.","{'Location:': 'Collin County, TX', 'Inventory:': 'Not included in asking price', 'Real Estate:': 'Leased', 'Building SF:': 'N/A', 'Lease Expiration:': 'N/A', 'Employees:': '9', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'One location is 3,000 sq.ft. The lease rate $7,999 per month and expires May of 2028.\n\nThe other property is also 3,000 sq.ft including cam. It has 3-5 year options for renewal. The current lease expires November of 2025.'}",Business Opportunity,"With an impressive cash flow, and located in two of the fastest growing cities in North Texas, this business presents as a potentially strong acquisition target. The business might be marginally below Cayuga Lake Capital's preferred operating history of 5+ years as it was established only in 2021. However, its model of focus on upscale, high visibility locations with professional management in place does make it an attractive prospect for buyers seeking high-growth investments.",7
808,"FedEx Team Runs in Dallas, TX",Courier Services,830000,830000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/fedex-team-runs-in-dallas-tx/2270470/,2270470,Hutchins,Texas,4.0,Added Anytime,2022.0,Retirement,"{'Asking Price:': '$590,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$830,000', 'EBITDA:': 'N/A', 'FF&E:': '$200,000', 'Inventory:': 'N/A', 'Established:': '2022'}","Don't miss this opportunity to get into one of the busiest hubs in FedEx. Consistent runs and miles, established employees and possibly a seasoned manager. This listing is for 2 runs with good points on the Unassigned Rotation board. Dallas Usually calls through the entire rotation every week. This listing will include tractors that will be paid off in full at closing. There also may be a way to make this purchase with out the tractors. I will include 30 days of consulting to the buyer if that person is not a current contractor.","{'Location:': 'Hutchins, TX', 'Employees:': '4', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Tractors are parked at the FedEx Facility (Home Based)', 'Growth & Expansion:': '10-12 % historically', 'Financing:': 'Tractors may be able to be re-financed by the buyer.', 'Support & Training:': '30 Days to buyer', 'Reason for Selling:': 'Retirement', 'Home-Based:': 'This business is currently Home-Based'}",Business Opportunity,"The business under consideration is based in the courier services industry, with a primary revenue stream coming from periodic FedEx runs. From a financial perspective, the business falls short of Cayuga Lake Capital's acquisition criteria in terms of revenue and absence of cash flow or EBITDA data. However, the seller appears motivated and is seeking a full exit due to retirement, which aligns well with desired owner profiles.",6
809,"Voted #1 Yard Sign Celebration Company in Dallas, TX",Creative Yard Sign Rentals,35000,35000,USD,,35000,35000,1.0,1.0,https://www.bizbuysell.com/Business-Opportunity/voted-1-yard-sign-celebration-company-in-dallas-tx/2238904/,2238904,Dallas,Texas,2.0,Added Anytime,2020.0,,"{'Asking Price:': '$19,500', 'Cash Flow:': '$35,000', 'Gross Revenue:': '$35,000', 'EBITDA:': '$35,000', 'FF&E:': '$500', 'Inventory:': '$4,500', 'Established:': '2020'}","Perfect for the creative entrepreneur, The SIGN Elf has a tremendous built-in clientele around DFW and is ideal for the stay-at-home mom or anyone with a few hours a day to earn excellent income with a super flexible schedule. We are one of the premier yard sign franchises in the U.S. We help our clients celebrate all of life's milestones (Happy Birthdays, Graduations, Anniversaries, Retirements, New Babies and anything you can think of, we've seen it and installed it) by providing them with the most colorful creative yard sign display imaginable. This is a business that brings great joy to people and creates a lot of happiness. Take a look at our reviews on Google for The SIGN Elf - Dallas and you will see. 40% of our business is repeat, so very minimal advertising is needed for this business. Word of mouth, drive-by's who see our signs don't hesitate to call us for their celebratory yard sign rentals. We design, install and pickup a few days later. All the social media and Google My Business pages are easy to set-up for the new owners. All of our inventory (yard signs & stakes) will convey with the sale. NOTE: All inventory (signs & yard stakes) ARE INCLUDED in price of sale - generally an additional $5,000 investment. This franchise includes Dallas, Addison, Farmers Branch, Carrollton, Coppell, and Irving, TX.","{'Location:': 'Dallas, TX', 'Inventory:': 'Included in asking price', 'Employees:': '2', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'The only assets are the yard signs & stakes themselves (which can easily be stored in your garage or shed). It\'s truly a ""home business"". (Home Based)', 'Competition:': 'The demand is solid and it outweighs the local area competition. Bookings/sales have continued to grow year over year, and now that the entire DFW area is covered up with SIGN Elf franchise owners, we expect business to continue to grow', 'Growth & Expansion:': 'The new owner can grow and take on as much as they want to. The SIGN Elf does not charge royalties, so growth has unlimited potential.', 'Support & Training:': 'All business onboarding/support/training will be provided by The SIGN Elf Director of Franchising to ensure you hit the ground running.', 'Reason for Selling:': 'Exploring a new venture w/ my husband', 'Home-Based:': 'This business is currently Home-Based', 'Franchise:': 'This business is currently an established franchise', 'Business Website:': 'https://www.thesignelf.com/dallas'}",Business Opportunity,"The business's revenue and asking price fall significantly short of Cayuga Lake Capital's acquisition criteria, indicating it may not be a suitable target. Furthermore, the company was established in 2020, which suggests it lacks a stable operating history of 5+ years as desired by Cayuga Lake Capital. On the positive side, 40% of the business is repeat, which demonstrates recurring revenues and loyal customers, a key acquisition metric for Cayuga Lake Capital.",4
810,Well Established & Profitable Pizzeria for Sale,Restaurant,1050000,1050000,USD,,220000,,0.2095,4.7727,https://www.bizbuysell.com/Business-Opportunity/well-established-and-profitable-pizzeria-for-sale/2317540/,2317540,Plano,Texas,8.0,Added Anytime,2000.0,,"{'Asking Price:': '$749,000', 'Cash Flow:': '$220,000', 'Gross Revenue:': '$1,050,000', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': '$6,000', 'Rent:': '$7,400 per Month', 'Established:': '2000'}","Great opportunity to own this established profitable pizza restaurant in Plano, TX.","{'Location:': 'Collin County, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '2,100', 'Lease Expiration:': '1/1/2028', 'Employees:': '8', 'Facilities:': 'Dine-in and delivery restaurant with ample parking and main street location. Located in a busy area, very close to many other businesses and residential areas', 'Support & Training:': '4 weeks', 'Reason for Selling:': 'Retiring'}",Business Opportunity,"The business has a steady revenue stream below Cayuga Lake Capital's preferred range but might prove a viable target given its longstanding operational history and a loyal customer base in a non-cyclical industry. Its local prominence affirms its stability and the retiring owner adds to its acquisition appeal. However, its cash flow and asking price are somewhat mismatched and may need further negotiation.",6
