,Name,Industry,Revenue,Purchase Price,Currency,SDE,Cash Flow,EBITDA,Margin,Multiple,URL,Product ID,City,State,Number of Employees,Date Added,Year Established,Listed By,Listing Financials,Listing Description,Listing Details,Type of Listing,ChatGPT Brief Analysis,ChatGPT Rating
701,Moving Company For Sale In Central Texas,Moving Services,318000,318000,USD,,41000,,0.1289,7.7561,https://www.bizbuysell.com/Business-Opportunity/moving-company-for-sale-in-central-texas/2166184/,2166184,Central Texas,Texas,9.0,Added Anytime,1995.0,Aaron Comeaux,"{'Asking Price:': '$200,000', 'Cash Flow:': '$41,000', 'Gross Revenue:': '$318,000', 'EBITDA:': 'N/A', 'FF&E:': '$120,000', 'Inventory:': '$5,000', 'Established:': '1995'}","Sunbelt Business Brokers of Dallas presents this moving company for sale in central Texas. This business has been in operation for several decades and has a history of satisfied customers. The furniture, fixtures and equipment with an estimated value of $120,000 is included in the sales price. The owner wants to retire and is motivated to sell.  Contact us now for more details.  Sponsoring Broker: Aaron Comeaux, 972-402-5360.","{'Inventory:': 'Included in asking price', 'Employees:': '9', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Home Based', 'Reason for Selling:': 'Retirement', 'Home-Based:': 'This business is currently Home-Based'}",Business Opportunity,"This moving business falls short of Cayuga Lake Capital's financial acquisition criteria due to its lower revenue and cash flow. However, its long-established presence and history of satisfied customers make it a viable candidate with its recurring revenues. The owner is motivated for full exit due to retirement, meeting the owner profile criteria. Its equipment price is also included in the asking price which can be seen as a positive aspect.",4.0
702,Enormous Lumber & Hardware Center,Hardware & Lumber Supply,2700000,2700000,USD,,477661,592258,0.1769,5.6525,https://www.bizbuysell.com/Business-Opportunity/enormous-lumber-and-hardware-center/2056902/,2056902,,Texas,,Added Anytime,1948.0,,"{'Asking Price:': '$3,200,000', 'Cash Flow:': '$477,661', 'Gross Revenue:': '$2,700,000', 'EBITDA:': '$592,258', 'FF&E:': '$250,000', 'Inventory:': '$1,000,000', 'Real Estate:': '$1,800,000', 'Established:': '1948'}","Ever considered yourself a DIY expert? DIY is becoming more and more popular, and folks are beginning to get more creative with their projects. This is a business that allows you to be the main supplier for these men and women alike with this full-service lumber and hardware store. Not only is this a full-service lumber yard, hardware store, and full-service gun shop, it’s THE #1 source for building materials, industrial supplies, paper goods, cleaning supplies, Bio Guard pool treatments, and gun supplies in the surrounding area! Servicing West Texas and surrounding communities since 1948, the reputation of this company is stellar and a true household name in the region. Whether building a clubhouse, shoe shelves for the Mrs., or just need a quick piece to repair that dripping faucet, this company is the name that comes to mind and destination of choice for the community. If they don't have what the customer needs in-store, they offer free ship-to-store and even to the customers door! This sale includes over an estimated $75,000 worth of vehicles and machinery. (Trucks, forklifts, etc.) Plus, an additional $200,000 worth of FF&E and nearly one-million dollars in inventory. The Real Estate is a thoughtfully and carefully laid out compound consisting of over 55,000 square feet of useable space. An excellent storage building with nearly 10,000 square feet of space is included in this figure. All of this is situated on 2.9 acres with excellent exposure and easy access to and from the main road. As an independently owned member of Do it Best Corp., this business is the ONLY member-owned comprehensive and fully integrated hardware, lumber and building materials buying cooperative in the home improvement industry in the United States. Stocked with products tailored to their customer’s needs, and an online catalog featuring over 67,000 items, if the customer needs it, they have it! This opportunity is one-of-a-kind that you need for your portfolio!","{'Inventory:': 'Included in asking price', 'Real Estate:': 'Owned', 'Building SF:': 'Included in asking price', 'Employees:': 'N/A', 'Furniture, Fixtures, & Equipment (FF&E):': '8', 'Facilities:': 'Included in asking price', 'Competition:': '27,555 square feet of useable building space which includes: showroom, storage, office space, lumber rack, cement warehouse, insulation, plywood house, lumber rack, and drywall. Vehicles: 5 (Ford & Chevrolet Pickup Trucks) Misc Equipment: 2 Key Cutting & Coding Machines, 2 Paint Matching Machines, and 2 Forklifts Inventory Includes: Fully Stocked Hardware Store, Gun Showroom with Firearms & Ammunition, and a Full-Service Lumber Yard.', 'Support & Training:': 'This is the only full-service lumber/building material business in operation in the surrounding area.', 'Reason for Selling:': 'Seller is willing to stay on for up to sixty days to ensure a smooth transition. After sixty day a salary option will need to be exercised.', 'Franchise:': 'Owner is planning to retire.'}",Business Opportunity,"This business has a solid revenue of $2.7M and a good EBITDA of $592,258 which aligns with Cayuga Lake Capital's financial criteria. It has an established operating history since 1948, likely has recurring revenues and shows signs of uniqueness in its region which also fits the company profile sought by Cayuga. The owner appears to be motivated for a transition, indicated by the willingness to retire and ensure a smooth handover, making this a prime acquisition target.",8.0
703,Well Established Liquor Store For Sale,Liquor Stores,375000,375000,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/well-established-liquor-store-for-sale/2163538/,2163538,Houston,Texas,4.0,Added Anytime,,TRANSWORLD BUSINESS ADVISORS OF HOUSTON,"{'Asking Price:': '$150,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': '$375,000', 'EBITDA:': 'N/A', 'FF&E:': '$40,000', 'Inventory:': '$80,000', 'Established:': 'N/A'}","TRANSWORLD BUSINESS ADVISORS OF HOUSTON. LISTING REF #76931-579510 This Liquor store has been optimized since current owners bought it a few years ago. They optimized product selection, inventory turnover, marketing effectively, and purchases. Business is ready for a new owner to manage this business on cruise control. Current owner will pass all business processes on to buyer. Business is well located in a highly populated area where repeat customers are frequent and Google search show the business in first priority. In the area. Great opportunity for an investor entering this sector or a liquor entrepreneur to expand. Call or write for more info.","{'Location:': 'Houston, TX', 'Inventory:': 'Included in asking price', 'Employees:': '4', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Support & Training:': 'Number of Weeks Seller Will Offer Training:\t2', 'Reason for Selling:': 'Getting into other investment'}",Business Opportunity,"The business has a solid foundation with optimized product selection, inventory turnover, and effective marketing. However, it falls short of the Cayuga Lake Capital acquisition criteria in terms of revenue and seller earnings. The industry is not fragmented, and the reason for sale indicates the owner is not necessarily looking for retirement or reduced day-to-day involvement.",5.0
704,Reduced: Dry Cleaners Plant in Southwest Houston,Dry Cleaning,106500,106500,USD,36000,21000,,0.1972,5.0714,https://www.bizbuysell.com/Business-Opportunity/reduced-dry-cleaners-plant-in-southwest-houston/2159886/,2159886,Houston,Texas,4.0,Added Anytime,1984.0,BUDGET BUSINESS BROKERS,"{'Asking Price:': '$80,000', 'Cash Flow:': '$21,000', 'Gross Revenue:': '$106,500', 'EBITDA:': 'N/A', 'FF&E:': '$100,000', 'Inventory:': '$500', 'Rent:': '$6,600', 'Established:': '1984'}",BUDGET BUSINESS BROKERS:   This is almost 40 years old dry cleaners business in the same location with the current owner in place for the last five years. It is located southwest of Houston. The sale price includes the business plant. Average sales for 2022 and 2023 is about $107k and the average seller discretionary earnings for the same period is about $36k. This is an idea opportunity for an owner operator.,"{'Location:': 'Houston, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '2,730', 'Lease Expiration:': '8/31/2025', 'Employees:': '4', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Shopping center', 'Support & Training:': '2 weeks'}",Business Opportunity,"The business has a stable operating history of almost 40 years, which is a positive sign. However, the revenue and seller earnings are below the Cayuga Lake Capital acquisition criteria, indicating high risk or low return on investment. The business is operational and has recurring revenue, but the industry appears to be fragmented.",5.0
705,35+ Year Well-Established Family Medical Practice with near $1 Mill CF,Healthcare,3721000,3721000,USD,,977000,,0.2626,3.8086,https://www.bizbuysell.com/Business-Opportunity/35-year-well-established-family-medical-practice-with-near-1-mill-cf/2159419/,2159419,Tarrant County,Texas,,Added Anytime,1986.0,,"{'Asking Price:': '$3,650,000', 'Cash Flow:': '$977,000', 'Gross Revenue:': '$3,721,000', 'EBITDA:': 'N/A', 'FF&E:': '$50,000', 'Inventory:': 'N/A', 'Real Estate:': 'N/A', 'Established:': '1986'}","The company is a 37-year-old family medical practice that has been a cornerstone in its community, serving a diverse range of patients and meeting their medical needs with utmost professionalism and compassion. This well-established practice prides itself on delivering top-quality medical care with a focus on preventive wellness. With a dedicated team of experienced doctors, nurses, and staff, the company strives to ensure the well-being and satisfaction of every individual who walks through its doors. Offering a wide extent of medical services and maintaining extensive hours of availability, the practice has built an excellent reputation for outstanding service. One of the key highlights of this family medical practice is its impressive financial performance. With cash flow expected to exceed $1 million in 2023 and an average gross revenue of $3.6 million over the past four years, the company has demonstrated consistent profitability and financial stability. Its strong referral and repeat business, accounting for 90%-95% of its total clientele, further attest to the trust and value placed in its services. Guided by well-defined systems and processes and supported by a highly trained staff with low employee turnover, this turnkey operation represents a beacon of medical excellence within its community. Top Details/Business Activity Business Model: Family Medical Practice Longevity: With 37 years in business, the practice has a proven track record, showcasing stability and experience. Revenues and Cash Flow: A stable revenue stream of $3.6 million averaged over four years and strong cash flow in 2023 indicates financial health. Client Acquisition: With 90-95% of the business coming from referrals and repeat customers, the practice seems to have a strong client base that trusts and values its services. Workforce: Low employee turnover and highly trained staff reflect a positive work environment and efficiency in operations. Brand: The excellent reputation for service signals a well-established brand presence. Turnkey Operations: Defined systems and processes make it easier for a new owner to take over without overhauling the entire business structure. Strengths Service & Willingness to Adapt to Market: This strength showcases flexibility and the ability to adjust to market trends, which is vital in the ever-changing healthcare industry. Has led to client loyalty and the ability to stay ahead and quickly respond to industry changes. Top Quality Medical Care: Signifies a commitment to the highest standards of patient care. Enhancing reputation, encouraging referrals, and contributing to higher patient retention rates. Focus on Preventive Wellness: Emphasizes a proactive approach to health, rather than just treating illness. Attracting a segment of the market interested in maintaining health and wellness, leading to a broader client base. Wide Extent of Medical Services: Offering a broad range of services has made the practice a one-stop solution for many patients’ needs. Enhancing convenience for patients and increasing overall revenue by providing multiple services under one roof. Extensive Hours of Availability: By being available outside regular business hours, the practice has attracted patients who need flexibility due to their schedules. Leading to increased patient numbers and satisfaction by accommodating various schedules. Location: The practice is situated in a convenient and accessible location, enhancing accessibility and convenience for patients, allowing them to attract more local clientele. Included in offering: Assets: $50,000 Digital X-Ray Machine Diagnostic Machines Operating/Exam Tables Computers Electronic Medical Record (EMR) System Weaknesses Limited Space Limited Storage Outdated Furnishings Limited Parking Space","{'Location:': 'Tarrant County, TX', 'Real Estate:': 'Owned', 'Building SF:': '', 'Furniture, Fixtures, & Equipment (FF&E):': 'N/A', 'Facilities:': 'Included in asking price', 'Financing:': '5000 Sq. Ft. (4000 Sq. Ft. for Medical Practice space)\n\nAssets:\nDigital X-Ray Machine\nDiagnostic Machines\nOperating/Exam Tables\nComputers\nElectronic Medical Record (EMR) System', 'Support & Training:': 'SBA Approval with Seller Note', 'Reason for Selling:': 'The Owner genuinely desires an effective business transition with seamless customer service through to the buyer.  They will train a buyer for 30 days. An additional consulting contract can be obtained.'}",Business Opportunity,"The family medical practice shows steady profitability with impressive financial performance and consistent customer loyalty. The business meets the Cayuga Lake Capital Acquisition Criteria, particularly with regard to financials and company stability. However, improvements can be made concerning facilities and space, possibly posing challenges for expansion.",8.0
706,Beautiful Very Clean Hair Salon with Multiple ROOMS for Sale!,Beauty Services,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/beautiful-very-clean-hair-salon-with-multiple-rooms-for-sale/2159129/,2159129,Dallas,Texas,,Added Anytime,1996.0,,"{'Asking Price:': '$55,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': '$11,000', 'Inventory:': '$500', 'Rent:': '$3,340', 'Established:': '1996'}","This is a great opportunity for a seasoned hair stylist or new business owner to take over a turnkey fully equipped business with low investment. The business has been running successfully for several years. This well-established, very clean and beautiful hair salon has been primarily engaged in providing multiple beauty services including but not limited to, cutting, trimming, shampooing, weaving, coloring, waxing, lashes, foot reflexology, European manicure, chemical peel to name few. This business is located in an established neighborhood on a major road with heavy traffic. Excellent opportunity for any stylist dreaming of owning their own salon with low investment and start-up costs and/or rent some of the chairs for extra revenue generation. The current owner has done a fantastic job branding the business and building a great reputation in the local community. Revenue generated by renting four rooms and a chair for walk ins on commission base already pays for the rent. The owner herself makes around $60K from this store by providing Facial, Reflexology and other beauty services. An Excellent opportunity you don’t want to want to pass. Contact us today for more details and pictures. Buyer MUST have good credit and funds available after paying for the business to satisfy lease assignment requirements.","{'Location:': 'Dallas, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': '1,400', 'Lease Expiration:': '3/31/2030', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Facilities:': 'Very clean, all equipment in great condition and ready for business. Located in a busy location. Everything is included (Furniture & Equipment).', 'Support & Training:': 'One week', 'Reason for Selling:': 'Retirement'}",Business Opportunity,"The business has a long operating history, indicating stability, and features a diverse range of beauty services which can build customer loyalty. However, its revenue and owner's earnings are not disclosed, and it does not meet the Cayuga Lake Capital's minimum revenue and earnings requirement, which may be a potential risk. Also, the business appears to heavily rely on the current owner, which may pose a challenge in transition if the owner is looking for a full exit.",3.0
707,Retail Store - Discount Items,Retail,600000,600000,USD,,100000,,0.1667,6.0,https://www.bizbuysell.com/Business-Opportunity/retail-store-discount-items/2159094/,2159094,Angelina County,Texas,3.0,Added Anytime,2020.0,,"{'Asking Price:': '$230,000', 'Cash Flow:': '$100,000', 'Gross Revenue:': '$600,000', 'EBITDA:': 'N/A', 'FF&E:': '$25,000', 'Inventory:': '$200,000', 'Rent:': '$1,250 per Month', 'Established:': '2020'}","This is an incredible deal because the owner is highly motivated to sell and move up north with family. He is asking well below market price and he knows it, but he just wants to be done and be gone. What makes this good deal great is that not only are you getting a store that is below market based on his numbers, you are getting the inventory too. This deal is the equivalent of you just buying the inventory and him giving you the business. If you came in and ran this store properly you could easily turn around and sell it for 2 to 3 times more. This is a general discount store, with a wide variety of items. They offer party supplies, school supplies, hardware items, clothing, and food items. This store has everything that a typical discount store will have and they are well established in the community. The business also comes with 3 employees so you can be more hands off or more active in your business, whichever you choose. If interested please contact us immediately, this deal won’t last long.","{'Location:': 'Angelina County, TX', 'Inventory:': 'Included in asking price', 'Real Estate:': 'Leased', 'Building SF:': 'N/A', 'Lease Expiration:': '1/1/2024', 'Employees:': '3', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price'}",Business Opportunity,"The listed business is a discount retail store which could be a promising investment. The current owner is highly motivated to sell, opening an opportunity for a buyer to earn profits through a potential business turnaround. However, the store was established just recently in 2020, and it might not meet the requirement for a stable five-year operating history.",6.0
708,Full-Service Pest Management Solutions,Pest Control,1497321,1497321,USD,,297656,,0.1988,5.0304,https://www.bizbuysell.com/Business-Opportunity/full-service-pest-management-solutions/2158677/,2158677,Houston,Texas,4.0,Added Anytime,1992.0,,"{'Asking Price:': '$198,900', 'Cash Flow:': '$297,656', 'Gross Revenue:': '$1,497,321', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Established:': '1992'}","Own a thriving pest control business offering integrated pest management solutions to residential and commercial clients.  This business boasts low overhead costs, high brand recognition, and multiple revenue streams including specialty pest control, rodent management, and vegetation control. With strong support from industry experts, a recession-resistant model, and a focus on eco-friendly practices, this business promises stability and growth potential in an essential market segment. Positioned for success with recurring revenue streams, strategic partnerships, and a home-based operation, this business is ideal for buyers looking for a business in a recession-proof industry. Don't miss your chance to own a profitable business with consistent demand, excellent brand reputation, and opportunities for expansion through cross-marketing and referral networks.","{'Location:': 'Houston, TX', 'Employees:': '4', 'Facilities:': 'Contact for more details about this home-based business', 'Support & Training:': 'Full training and support included, no industry experience necessary'}",Business Opportunity,"The pest control business has a promising market segment and potential for stability due to its eco-friendly and recession-proof model. It appears profitable with consistent demand, excellent reputation, and opportunities for expansion. However, given its revenue and cash flow, it falls below Cayuga Lake Capital's acquisition criteria, but its low overhead, recurring revenue, and owner's likely desire to exit could still make it a viable consideration.",6.0
709,Back On The Market! Solid Interior Tenant Finish Contractor,Construction,4900000,4900000,USD,400000,284000,,0.058,17.2535,https://www.bizbuysell.com/Business-Opportunity/back-on-the-market-solid-interior-tenant-finish-contractor/2157229/,2157229,Houston,Texas,13.0,Added Anytime,1992.0,TRANSWORLD BUSINESS ADVISORS OF HOUSTON,"{'Asking Price:': '$700,000', 'Cash Flow:': '$284,000', 'Gross Revenue:': '$4,900,000', 'EBITDA:': 'N/A', 'FF&E:': '$100,000', 'Inventory:': 'N/A', 'Established:': 'N/A'}","TRANSWORLD BUSINESS ADVISORS OF HOUSTON. LISTING REF #76931-653225 Established in 1992 by the current owner, this construction company has been a consistent provider of quality workmanship throughout the greater Houston area. Services provided include the full array of details needed to complete an commercial interior space; demolition, drywall, doors/hardware, acoustical, glazing, millwork, flooring, electrical, plumbing, HVAC, fire protection, glass, and painting. The business takes pride in satisfying their clients with a full staff of quality craftsmen who are skilled in all areas of construction. Their open shop concept allows for quick responses on any size project. Each job is completed on time, within budget, and exceeds quality expectations. With over 30 years of service in Houston, their track record speaks for itself. Area customers have included British Petroleum (BP), CBS Radio Broadcasting, JP Morgan Chase, and numerous Property Management firms. Projects have centered around complete office space finish-out, ADA restroom renovations, millwork projects, and medical suite designs. This service-oriented firm had revenues in FY ’23 of $5.4M and maintained an SDE of over $400K. Revenue and SDE dropped during FY'24 due to health issues with the owner, but FY'25 is back in line with '23 numbers. Contract values through the first 4 months of FY'25 are $2.5M. The business operates from a 3,597 sf. space in a commercial office/warehouse strip center at a very competitive rate.","{'Location:': 'Houston, TX', 'Employees:': '13', 'Furniture, Fixtures, & Equipment (FF&E):': 'Included in asking price', 'Support & Training:': 'Number of Weeks Seller Will Offer Training:\t2', 'Reason for Selling:': 'Retirement'}",Business Opportunity,"The business meets the Cayuga Lake Capital Acquisition criteria in terms of revenue and SDE. The company has a stable operating history of over five years and has a repeat revenue stream, which indicates it is a practical investment target. However, the owner's health issues, which impacted the business financials, may be a risk factor for acquisition.",7.0
710,A Japanese sushi and cuisine restaurant with style!,Restaurant,,,USD,,,,,,https://www.bizbuysell.com/Business-Opportunity/a-japanese-sushi-and-cuisine-restaurant-with-style/2156466/,2156466,Montgomery,Texas,10.0,Added Anytime,2020.0,,"{'Asking Price:': '$850,000', 'Cash Flow:': 'N/A', 'Gross Revenue:': 'N/A', 'EBITDA:': 'N/A', 'FF&E:': 'N/A', 'Inventory:': 'N/A', 'Rent:': '$7,500', 'Established:': '2020'}","A Japanese sushi and cuisine restaurant with elegant and ultra-modern atmosphere. It is extremely popular among the locals and its reputation is all around the town. And it’s high profitable! Opened for 2 years with excellent reputation in service and high reviews in the media for amazing and delightful sushi.  Consistently rated 5.0 above on Google and Yelp with a very strong and loyal clientele. The owner spent over $500,000 in building this amazing top rated restaurant. Everything in the dining room and kitchen is maintained in great condition. It has great potential to profit more because the restaurant itself has never been advertised. The restaurant is fully equipped, staffed with everything you will need to step in and continue operating from day one. And the owner will provide some training time to ensure everything is settled well for you. Asking price: $620,000 (including training and secret recipe)","{'Location:': 'Montgomery, TX', 'Real Estate:': 'Leased', 'Building SF:': '2,000', 'Lease Expiration:': '1/30/2026', 'Employees:': '10'}",Business Opportunity,"The business is a restaurant which is a non-cyclical service, meeting one of the Cayuga Lake Capital acquisition criteria. However, the lack of financial information makes it questionable whether it falls within the desired $2m to $20m in revenue and $500k to $2m in seller earnings. Moreover, the business is relatively new (established in 2020), which does not comply with the preference for a stable operating history of 5+ years.",5.0
